SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026,GS,18-Oct-2024,110.89,108.0,110.89,107.0,110.89,110.89,108.33,2602,2.82,7,2601,99.96
20MICRONS,BE,18-Oct-2024,291.9,306.45,306.45,291.0,306.45,306.45,302.65,276565,837.03,2009,-,-
21STCENMGM,BE,18-Oct-2024,115.58,117.89,117.89,117.89,117.89,117.89,117.89,13377,15.77,31,-,-
360ONE,EQ,18-Oct-2024,1108.4,1089.0,1089.0,1047.6,1068.0,1069.25,1068.81,1002832,10718.32,46162,630690,62.89
3IINFOLTD,EQ,18-Oct-2024,28.72,28.73,29.1,28.1,29.04,28.97,28.7,682305,195.83,4066,330753,48.48
3MINDIA,EQ,18-Oct-2024,33718.55,33740.0,34223.55,33325.8,34000.0,34011.15,33872.41,4513,1528.66,2176,2518,55.79
3PLAND,BE,18-Oct-2024,37.58,37.0,38.49,36.44,36.9,36.9,37.17,10964,4.08,113,-,-
563GS2026,GS,18-Oct-2024,100.21,102.72,102.72,102.72,102.72,102.72,102.72,1,0.0,1,1,100.00
5PAISA,EQ,18-Oct-2024,570.7,570.0,570.0,526.2,529.0,532.25,543.03,683445,3711.29,23565,203534,29.78
63MOONS,EQ,18-Oct-2024,502.3,498.0,512.7,485.0,494.5,496.6,499.86,524922,2623.86,11399,188877,35.98
654GS2032,GS,18-Oct-2024,99.83,100.01,100.01,100.01,100.01,100.01,100.01,22,0.02,1,22,100.00
664GS2035,GS,18-Oct-2024,98.4,98.4,98.4,98.4,98.4,98.4,98.4,4600,4.53,1,4600,100.00
667GS2050,GS,18-Oct-2024,101.88,99.65,99.65,98.95,98.95,99.56,99.64,10100,10.06,5,10100,100.00
679GS2034,GS,18-Oct-2024,101.0,100.9,100.9,100.9,100.9,100.9,100.9,1,0.0,1,1,100.00
68GS2060,GS,18-Oct-2024,100.4,100.85,100.85,100.85,100.85,100.85,100.85,2,0.0,2,2,100.00
697GR2034,GS,18-Oct-2024,99.93,100.0,100.0,100.0,100.0,100.0,100.0,100,0.1,1,100,100.00
699GS2026,GS,18-Oct-2024,100.99,101.0,101.0,100.2,100.3,100.3,100.52,69100,69.46,16,67100,97.11
702GS2027,GS,18-Oct-2024,103.75,102.8,102.8,102.8,102.8,102.8,102.8,100,0.1,1,100,100.00
704GS2029,GS,18-Oct-2024,103.75,103.65,103.95,103.65,103.95,103.95,103.94,4900,5.09,5,4900,100.00
706GS2028,GS,18-Oct-2024,101.29,101.25,101.88,101.25,101.27,101.27,101.47,2850,2.89,5,2850,100.00
709GS2054,GS,18-Oct-2024,103.75,102.5,103.5,102.5,103.48,103.47,103.35,7600,7.85,8,6600,86.84
710GS2029,GS,18-Oct-2024,102.0,102.0,102.99,102.0,102.11,102.11,102.21,3508,3.59,8,3108,88.60
716GS2050,GS,18-Oct-2024,103.5,103.2,103.2,103.2,103.2,103.2,103.2,52,0.05,2,52,100.00
717GS2030,GS,18-Oct-2024,102.17,101.75,101.8,101.26,101.8,101.8,101.68,85524,86.96,12,85524,100.00
718GS2033,GS,18-Oct-2024,103.3,103.3,104.2,103.3,104.2,104.13,104.01,5900,6.14,4,5000,84.75
718GS2037,GS,18-Oct-2024,104.25,103.81,104.8,103.81,104.25,104.79,104.29,33640,35.08,11,24140,71.76
71GS2034,GS,18-Oct-2024,102.01,101.9,102.55,101.9,102.55,102.55,102.48,5600,5.74,3,5000,89.29
723GS2039,GS,18-Oct-2024,104.1,104.0,104.0,104.0,104.0,104.0,104.0,1,0.0,1,1,100.00
725GS2063,GS,18-Oct-2024,106.02,105.51,106.5,105.51,106.5,106.5,106.5,604,0.64,7,601,99.50
726GS2032,GS,18-Oct-2024,104.17,103.85,104.35,103.85,104.19,104.19,104.2,58865,61.34,13,58865,100.00
726GS2033,GS,18-Oct-2024,104.65,103.25,103.25,103.25,103.25,103.25,103.25,117,0.12,2,117,100.00
727GS2026,GS,18-Oct-2024,102.0,102.45,102.45,102.45,102.45,102.45,102.45,100,0.1,1,100,100.00
732GS2030,GS,18-Oct-2024,105.0,104.75,105.0,104.75,105.0,105.0,104.87,20400,21.39,5,20300,99.51
733GS2026,GS,18-Oct-2024,104.0,104.0,104.0,103.8,103.91,103.91,103.97,10460,10.88,10,10460,100.00
734GS2064,GS,18-Oct-2024,108.4,108.3,108.4,108.3,108.32,108.32,108.32,2377,2.57,8,2377,100.00
737GS2028,GS,18-Oct-2024,105.3,104.85,105.2,104.85,105.0,105.0,105.01,400,0.42,3,400,100.00
738GS2027,GS,18-Oct-2024,104.48,104.36,104.39,104.26,104.39,104.37,104.35,209029,218.12,44,209029,100.00
73GS2053,GS,18-Oct-2024,106.76,106.1,106.79,106.1,106.51,106.64,106.52,26375,28.09,19,26375,100.00
741GS2036,GS,18-Oct-2024,106.35,106.51,107.19,106.0,106.05,106.05,106.34,76003,80.83,12,76002,100.00
746GS2073,GS,18-Oct-2024,110.12,110.12,110.96,110.12,110.96,110.96,110.52,2000,2.21,4,2000,100.00
74GS2035,GS,18-Oct-2024,104.7,104.5,104.5,104.5,104.5,104.5,104.5,1,0.0,1,1,100.00
74GS2062,GS,18-Oct-2024,105.51,110.78,110.78,105.0,106.8,106.8,105.49,4816,5.08,33,4000,83.06
754GS2036,GS,18-Oct-2024,108.52,108.17,108.59,106.65,108.59,108.45,108.02,161474,174.42,103,122474,75.85
757GS2033,GS,18-Oct-2024,109.0,104.25,104.25,104.25,104.25,104.25,104.25,10,0.01,1,10,100.00
772GS2049,GS,18-Oct-2024,112.0,112.0,112.0,112.0,112.0,112.0,112.0,5,0.01,1,5,100.00
824GS2027,GS,18-Oct-2024,104.0,105.0,105.7,105.0,105.7,105.7,105.52,947,1.0,2,947,100.00
828GS2027,GS,18-Oct-2024,104.6,105.0,105.0,105.0,105.0,105.0,105.0,1820,1.91,2,1820,100.00
86GS2028,GS,18-Oct-2024,106.4,108.0,108.0,108.0,108.0,108.0,108.0,301,0.33,1,301,100.00
883GS2041,GS,18-Oct-2024,120.0,114.0,114.0,114.0,114.0,114.0,114.0,1,0.0,1,1,100.00
897GS2030,GS,18-Oct-2024,113.02,113.05,115.05,113.05,113.8,113.94,113.74,4304,4.9,13,3240,75.28
92GS2030,GS,18-Oct-2024,114.16,113.0,114.12,113.0,114.0,113.99,113.98,43644,49.74,20,42644,97.71
A2ZINFRA,EQ,18-Oct-2024,18.01,18.0,18.91,17.41,18.14,18.55,18.52,369860,68.51,932,130244,35.21
AAATECH,EQ,18-Oct-2024,130.05,127.05,134.95,127.05,130.5,131.68,131.31,27360,35.93,633,16698,61.03
AADHARHFC,EQ,18-Oct-2024,437.7,432.65,439.95,425.35,439.35,439.05,433.44,359586,1558.6,12351,133653,37.17
AAKASH,EQ,18-Oct-2024,11.61,11.61,11.79,11.36,11.58,11.47,11.47,97774,11.21,589,79813,81.63
AAREYDRUGS,BE,18-Oct-2024,66.55,65.0,67.0,63.55,64.0,64.14,64.64,55196,35.68,207,-,-
AARON,EQ,18-Oct-2024,273.2,271.1,275.0,267.3,271.15,271.65,271.54,4609,12.52,477,2405,52.18
AARTECH,EQ,18-Oct-2024,65.69,65.0,66.39,63.72,65.59,65.06,65.04,69802,45.4,1447,30347,43.48
AARTIDRUGS,EQ,18-Oct-2024,500.95,500.1,501.7,494.55,500.7,499.85,498.1,79519,396.08,5258,41431,52.10
AARTIIND,EQ,18-Oct-2024,520.85,520.8,526.45,509.05,523.0,524.25,517.67,1760604,9114.15,68257,748998,42.54
AARTIPHARM,EQ,18-Oct-2024,616.35,610.7,614.3,599.8,609.9,609.85,606.81,84069,510.14,5779,43492,51.73
AARTISURF,BE,18-Oct-2024,780.0,777.0,777.0,761.2,769.95,765.7,767.08,9768,74.93,499,-,-
AARVEEDEN,BE,18-Oct-2024,47.65,47.0,47.0,47.0,47.0,47.0,47.0,1160,0.55,9,-,-
AARVI,EQ,18-Oct-2024,155.24,153.4,158.69,151.01,156.39,154.97,154.77,67723,104.81,1658,23460,34.64
AATMAJ,SM,18-Oct-2024,26.35,26.55,26.55,26.05,26.1,26.1,26.31,8000,2.11,4,6000,75.00
AAVAS,EQ,18-Oct-2024,1728.0,1710.0,1741.95,1702.0,1731.5,1731.15,1726.33,91384,1577.59,16252,36839,40.31
ABAN,EQ,18-Oct-2024,68.22,68.95,68.95,66.32,67.66,67.9,67.34,85948,57.88,1301,62247,72.42
ABB,EQ,18-Oct-2024,8690.7,8669.05,8850.0,8560.05,8778.0,8783.0,8733.69,197602,17257.94,35790,70927,35.89
ABBOTINDIA,EQ,18-Oct-2024,28371.7,28347.95,29300.0,28290.0,29049.9,29209.55,28976.47,17456,5058.13,7616,6188,35.45
ABCAPITAL,EQ,18-Oct-2024,218.49,216.55,223.02,213.35,222.21,222.08,218.73,3536957,7736.48,48239,1263695,35.73
ABCOTS,ST,18-Oct-2024,346.85,329.5,329.55,329.5,329.5,329.5,329.5,9000,29.66,16,9000,100.00
ABDL,EQ,18-Oct-2024,334.7,332.9,335.7,323.55,331.0,331.25,331.18,310027,1026.76,4566,174720,56.36
ABFRL,EQ,18-Oct-2024,330.7,330.9,335.85,323.05,335.0,334.05,331.91,1398496,4641.73,21669,385016,27.53
ABGSEC,EQ,18-Oct-2024,103.54,103.59,103.95,103.59,103.95,103.86,103.77,6,0.01,4,6,100.00
ABINFRA,ST,18-Oct-2024,82.0,85.5,86.1,85.5,86.1,86.1,85.78,8000,6.86,4,8000,100.00
