VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
1079.38,29.4,1087.95,1078.5,12-Aug-2026 16:00:27,1056.9,N,2.80,9484341517.96,EQ,HINDALCO,8786842,NIFTY 50
1910.81,29.8,1945,1945,12-Aug-2026 16:00:27,1901.3,N,1.56,20772715507.17,EQ,BHARTIARTL,10871157,NIFTY 50
1079.39,16,1085.5,1082,12-Aug-2026 16:00:27,1066,N,1.50,19077054667.58,EQ,SBIN,17673922,NIFTY 50
252.05,3.3,256.05,256.05,12-Aug-2026 16:00:27,249,N,1.31,3349831205.2,EQ,JIOFIN,13290344,NIFTY 50
11721.53,111,11891,11891,12-Aug-2026 16:00:27,11650,N,0.94,3845986372.89,EQ,ULTRACEMCO,328113,NIFTY 50
5267.09,49,5333,5333,12-Aug-2026 16:00:27,5228,N,0.93,1137233203.17,EQ,INDIGO,215913,NIFTY 50
1503.98,13.8,1515.7,1507,12-Aug-2026 16:00:27,1495.3,N,0.92,2993794012.38,EQ,NESTLEIND,1990581,NIFTY 50
7994.24,49,8049,8049,12-Aug-2026 16:00:27,7940,N,0.61,2536428455.68,EQ,EICHERMOT,317282,NIFTY 50
268.08,1.5,270,269.45,12-Aug-2026 16:00:27,266.3,N,0.56,1796114285.52,EQ,POWERGRID,6699919,NIFTY 50
1316.32,5.1,1329,1329,12-Aug-2026 16:00:27,1309.2,N,0.39,10400260115.84,EQ,RELIANCE,7901012,NIFTY 50
337.65,1,341.35,339.45,12-Aug-2026 16:00:27,335.35,N,0.30,3428060505.6,EQ,NTPC,10152704,NIFTY 50
533.92,1,537.75,537,12-Aug-2026 16:00:27,531.4,N,0.19,1277175082.24,EQ,HDFCLIFE,2392072,NIFTY 50
2726.73,4.5,2748.4,2740,12-Aug-2026 16:00:27,2698.2,N,0.16,1767395491.02,EQ,ASIANPAINT,648174,NIFTY 50
