VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
1136.63,61.9,1159,1140,03-Jul-2026 16:00:26,1115.1,N,5.74,14513018099.69,EQ,HCLTECH,12768463,NIFTY 50
1148.31,24.7,1160,1150.1,03-Jul-2026 16:00:26,1129.7,N,2.19,1672466434.29,EQ,MAXHEALTH,1456459,NIFTY 50
1907.77,36,1925.1,1907,03-Jul-2026 16:00:26,1871.6,N,1.92,4136982075.07,EQ,SUNPHARMA,2168491,NIFTY 50
1375.6,25.2,1390.4,1370.9,03-Jul-2026 16:00:26,1350.3,N,1.87,1783011452,EQ,DRREDDY,1296170,NIFTY 50
1895.06,34.3,1916,1890,03-Jul-2026 16:00:26,1870.6,N,1.85,3859922640.04,EQ,BAJAJFINSV,2036834,NIFTY 50
8854.66,158,8920.5,8854,03-Jul-2026 16:00:26,8717.5,N,1.82,3343068028.34,EQ,APOLLOHOSP,377549,NIFTY 50
1903.53,34,1913,1909,03-Jul-2026 16:00:26,1885,N,1.81,9683338961.79,EQ,BHARTIARTL,5087043,NIFTY 50
11698.37,194,11744,11730,03-Jul-2026 16:00:26,11577,N,1.68,1846903560.49,EQ,ULTRACEMCO,157877,NIFTY 50
1423.89,21.8,1445,1407.1,03-Jul-2026 16:00:26,1398.5,N,1.57,4057902818.19,EQ,TECHM,2849871,NIFTY 50
191.12,2.43,192.98,190.1,03-Jul-2026 16:00:26,189.11,N,1.29,5442040515.28,EQ,TATASTEEL,28474469,NIFTY 50
1031.74,13,1040,1031.4,03-Jul-2026 16:00:26,1017.6,N,1.28,9697523385.82,EQ,BAJFINANCE,9399193,NIFTY 50
7312.82,79,7380,7329,03-Jul-2026 16:00:26,7270.5,N,1.09,2325389006.16,EQ,EICHERMOT,317988,NIFTY 50
176.76,1.79,178.14,175.79,03-Jul-2026 16:00:26,174.59,N,1.03,5221269980.28,EQ,WIPRO,29538753,NIFTY 50
3174.58,32.4,3224,3209.9,03-Jul-2026 16:00:26,3105.5,N,1.02,9043181603.34,EQ,ADANIENT,2848623,NIFTY 50
2099.43,19.9,2116.6,2088,03-Jul-2026 16:00:26,2085,N,0.96,8458223473.17,EQ,TCS,4028819,NIFTY 50
1412.3,12.7,1420,1412.7,03-Jul-2026 16:00:26,1405.9,N,0.91,18221190955.5,EQ,ICICIBANK,12901785,NIFTY 50
238,1.94,239.7,237.9,03-Jul-2026 16:00:26,236.33,N,0.82,2638694100,EQ,ONGC,11086950,NIFTY 50
3197.57,23.8,3219.3,3193,03-Jul-2026 16:00:26,3165,N,0.75,1361979360.94,EQ,GRASIM,425942,NIFTY 50
