VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
265.68,11.1,268.2,266.6,01-Sep-2026 16:00:28,261.5,N,4.34,8304772361.04,EQ,ITC,31258553,NIFTY 50
1865.3,65.3,1877.2,1877.2,01-Sep-2026 16:00:28,1848.5,N,3.60,18467850322,EQ,BHARTIARTL,9900740,NIFTY 50
1643.88,54.4,1655.6,1647.5,01-Sep-2026 16:00:28,1625,N,3.41,6198009533.52,EQ,ADANIPORTS,3770354,NIFTY 50
1350.53,39.2,1368,1351.4,01-Sep-2026 16:00:28,1313.1,N,2.99,5445142483.68,EQ,HCLTECH,4031856,NIFTY 50
1299.72,32,1311.8,1309,01-Sep-2026 16:00:28,1280,N,2.51,16399253492.16,EQ,RELIANCE,12617528,NIFTY 50
235.32,4.65,236.6,236.45,01-Sep-2026 16:00:28,232.5,N,2.01,2820492573,EQ,ONGC,11985775,NIFTY 50
1145.4,22.2,1156,1156,01-Sep-2026 16:00:28,1125.6,N,1.96,15481367284.2,EQ,INFY,13516123,NIFTY 50
12345.58,231,12470,12361,01-Sep-2026 16:00:28,12090,N,1.90,6111420121.82,EQ,BAJAJ-AUTO,495029,NIFTY 50
1172.3,16.6,1179.9,1171,01-Sep-2026 16:00:28,1166.5,N,1.44,652102425.7,EQ,DRREDDY,556259,NIFTY 50
1989.23,27.4,2003,1994.8,01-Sep-2026 16:00:28,1980,N,1.39,1835617680.94,EQ,HINDUNILVR,922778,NIFTY 50
425.47,5.6,429.1,425,01-Sep-2026 16:00:28,420.75,N,1.34,3263217473.19,EQ,KOTAKBANK,7669677,NIFTY 50
1414.01,13.8,1425.7,1423,01-Sep-2026 16:00:28,1406.5,N,0.98,1244470201,EQ,CIPLA,880100,NIFTY 50
1637.04,10,1649,1638,01-Sep-2026 16:00:28,1613.7,N,0.61,3948764754.48,EQ,TECHM,2412137,NIFTY 50
1314.59,5.8,1328,1313.5,01-Sep-2026 16:00:28,1307.1,N,0.44,1490938304.73,EQ,JSWSTEEL,1134147,NIFTY 50
707.88,2.9,715.45,711.9,01-Sep-2026 16:00:28,698.5,N,0.41,31441971084.96,EQ,HDFCBANK,44417092,NIFTY 50
263.04,1,264.55,264.55,01-Sep-2026 16:00:28,261.7,N,0.38,2235609313.92,EQ,POWERGRID,8499123,NIFTY 50
312.61,1.15,317.3,310,01-Sep-2026 16:00:28,308.95,N,0.37,2798273395.64,EQ,TMPV,8951324,NIFTY 50
7943.22,16.5,8052,7970,01-Sep-2026 16:00:28,7860,N,0.21,6037903648.26,EQ,EICHERMOT,760133,NIFTY 50
2890.44,4.8,2942.5,2863.9,01-Sep-2026 16:00:28,2846,N,0.17,11164058579.52,EQ,ADANIENT,3862408,NIFTY 50
326.83,0.1,328.25,327.5,01-Sep-2026 16:00:28,325.05,N,0.03,2411187998.17,EQ,NTPC,7377499,NIFTY 50
402.14,-0.15,407.2,401.6,01-Sep-2026 16:00:28,399.4,N,-0.04,2464492470.16,EQ,COALINDIA,6128444,NIFTY 50
