VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
1935.28,52.5,1952,1940.7,09-Jul-2026 16:00:27,1888.2,N,2.78,8604643871.28,EQ,SUNPHARMA,4446201,NIFTY 50
1939.14,47,1966,1935.1,09-Jul-2026 16:00:27,1898.8,N,2.49,21611843283.24,EQ,BHARTIARTL,11145066,NIFTY 50
1885.08,44.1,1911.9,1899,09-Jul-2026 16:00:27,1850,N,2.38,3864351792.36,EQ,BAJAJFINSV,2049967,NIFTY 50
5179.55,106.5,5244,5230.5,09-Jul-2026 16:00:27,5105,N,2.08,6095952242.85,EQ,INDIGO,1176927,NIFTY 50
294.35,5.75,300.35,292.45,09-Jul-2026 16:00:27,287.3,N,2.01,14677779233.6,EQ,ETERNAL,49865056,NIFTY 50
3194.42,61.2,3222,3196,09-Jul-2026 16:00:27,3136.3,N,1.95,2992392101.52,EQ,GRASIM,936756,NIFTY 50
373.25,7.2,377.95,377.3,09-Jul-2026 16:00:27,368.4,N,1.95,11466394898.75,EQ,KOTAKBANK,30720415,NIFTY 50
1028.57,19.5,1039.8,1033.9,09-Jul-2026 16:00:27,1015,N,1.92,4098325850.73,EQ,SHRIRAMFIN,3984489,NIFTY 50
1815.77,34,1839,1823,09-Jul-2026 16:00:27,1784.9,N,1.90,1576495092.48,EQ,SBILIFE,868224,NIFTY 50
11509.34,210,11610,11563,09-Jul-2026 16:00:27,11358,N,1.85,1860162549.48,EQ,ULTRACEMCO,161622,NIFTY 50
233.01,3.73,234.22,233.72,09-Jul-2026 16:00:27,230.77,N,1.62,2699147995.29,EQ,JIOFIN,11583829,NIFTY 50
1103.16,15.2,1123.7,1100,09-Jul-2026 16:00:27,1083.3,N,1.40,2785633442.4,EQ,MAXHEALTH,2525140,NIFTY 50
1107.98,14.2,1114.2,1104,09-Jul-2026 16:00:27,1091.7,N,1.30,1127874888.88,EQ,TATACONSUM,1017956,NIFTY 50
3071.42,30.9,3105,3077.8,09-Jul-2026 16:00:27,3026.8,N,1.01,8014274634.52,EQ,ADANIENT,2609306,NIFTY 50
1469.99,13.7,1481,1464.2,09-Jul-2026 16:00:27,1452,N,0.94,1979507643.87,EQ,NESTLEIND,1346613,NIFTY 50
8866.82,76.5,8920.5,8830,09-Jul-2026 16:00:27,8756.5,N,0.87,5070331414.24,EQ,APOLLOHOSP,571832,NIFTY 50
818.63,6.7,822.85,817,09-Jul-2026 16:00:27,812.3,N,0.83,32656622596.74,EQ,HDFCBANK,39891798,NIFTY 50
1444.68,11.8,1454.8,1443.6,09-Jul-2026 16:00:27,1426.4,N,0.82,1368653715,EQ,CIPLA,947375,NIFTY 50
1809.15,10.5,1821,1802.2,09-Jul-2026 16:00:27,1795.3,N,0.59,2002334655.3,EQ,ADANIPORTS,1106782,NIFTY 50
1025.1,5.6,1031.7,1022.5,09-Jul-2026 16:00:27,1019.3,N,0.55,7854007644.9,EQ,SBIN,7661699,NIFTY 50
282.33,1.5,283.95,281.2,09-Jul-2026 16:00:27,280,N,0.54,1920007469.07,EQ,POWERGRID,6800579,NIFTY 50
1226.92,6.5,1240.5,1226,09-Jul-2026 16:00:27,1220.3,N,0.53,1412383681.04,EQ,JSWSTEEL,1151162,NIFTY 50
1146.83,5.4,1161.9,1151,09-Jul-2026 16:00:27,1121,N,0.47,2332107475.75,EQ,HCLTECH,2033525,NIFTY 50
282.69,1.2,284.4,281.85,09-Jul-2026 16:00:27,281,N,0.43,3537051202.8,EQ,ITC,12512120,NIFTY 50
2693.28,11.3,2722.8,2677.2,09-Jul-2026 16:00:27,2656,N,0.42,2473960823.04,EQ,ASIANPAINT,918568,NIFTY 50
1286.53,5,1296.5,1280.9,09-Jul-2026 16:00:27,1274.2,N,0.39,18850189958.39,EQ,RELIANCE,14651963,NIFTY 50
2152.08,7.2,2166.8,2143,09-Jul-2026 16:00:27,2137.1,N,0.34,4736812011.12,EQ,HINDUNILVR,2201039,NIFTY 50
1386.98,3.4,1403.6,1384,09-Jul-2026 16:00:27,1377.3,N,0.25,19346759329.24,EQ,ICICIBANK,13948838,NIFTY 50
1424.89,3.5,1436.3,1432.3,09-Jul-2026 16:00:27,1399,N,0.24,1965932132.12,EQ,TECHM,1379708,NIFTY 50
432.2,0.9,435.8,429.95,09-Jul-2026 16:00:27,428.85,N,0.21,1234157905,EQ,COALINDIA,2855525,NIFTY 50
173.19,0.22,174.29,172.94,09-Jul-2026 16:00:27,171.65,N,0.13,1778681563.23,EQ,WIPRO,10270117,NIFTY 50
10174.34,10.5,10260,10174.5,09-Jul-2026 16:00:27,10112,N,0.10,1945232064.6,EQ,BAJAJ-AUTO,191190,NIFTY 50
2043.56,1.5,2065,2059,09-Jul-2026 16:00:27,2016,N,0.07,7748153652.88,EQ,TCS,3791498,NIFTY 50
332.15,-0.05,334.6,332,09-Jul-2026 16:00:27,330,N,-0.02,3836157789.1,EQ,TMPV,11549474,NIFTY 50
407.39,-0.55,411,407.05,09-Jul-2026 16:00:27,404.05,N,-0.13,4437957962.65,EQ,BEL,10893635,NIFTY 50
187.82,-0.39,189.87,187.81,09-Jul-2026 16:00:27,186.62,N,-0.21,3982483441.68,EQ,TATASTEEL,21203724,NIFTY 50
3916.81,-9.1,3947.3,3883,09-Jul-2026 16:00:27,3867.8,N,-0.23,20044874446.93,EQ,LT,5117653,NIFTY 50
3103.15,-14.5,3139.7,3088,09-Jul-2026 16:00:27,3080.3,N,-0.47,9069520648.3,EQ,M&M,2922682,NIFTY 50
4606.27,-21.4,4679.8,4550,09-Jul-2026 16:00:27,4546.1,N,-0.47,8185834660.89,EQ,TITAN,1777107,NIFTY 50
1305.52,-7.6,1321.6,1301.9,09-Jul-2026 16:00:27,1292.2,N,-0.58,7323772677.52,EQ,AXISBANK,5609851,NIFTY 50
554.19,-3.3,560.75,552.4,09-Jul-2026 16:00:27,551,N,-0.59,4760679970.41,EQ,HDFCLIFE,8590339,NIFTY 50
2922.38,-20,2963.2,2904,09-Jul-2026 16:00:27,2895.5,N,-0.68,4522482410.92,EQ,TRENT,1547534,NIFTY 50
1004,-7.5,1013.5,1002.9,09-Jul-2026 16:00:27,994.1,N,-0.74,11759365060,EQ,BAJFINANCE,11712515,NIFTY 50
7380.93,-73,7449.5,7345.5,09-Jul-2026 16:00:27,7321.5,N,-0.98,4620285037.68,EQ,EICHERMOT,625976,NIFTY 50
961.65,-10.05,973.95,961.6,09-Jul-2026 16:00:27,954.65,N,-1.03,5811883715.7,EQ,HINDALCO,6043658,NIFTY 50
345.83,-4.25,351,344.45,09-Jul-2026 16:00:27,343.1,N,-1.22,6163182024.43,EQ,NTPC,17821421,NIFTY 50
1052.43,-14,1062.7,1055.3,09-Jul-2026 16:00:27,1040.4,N,-1.31,9475377749.19,EQ,INFY,9003333,NIFTY 50
244.93,-3.51,249.59,243.49,09-Jul-2026 16:00:27,242.91,N,-1.42,3445214771.6,EQ,ONGC,14066120,NIFTY 50
13840.69,-242,14037,13709,09-Jul-2026 16:00:27,13700,N,-1.73,7978479591.19,EQ,MARUTI,576451,NIFTY 50
1294.58,-77.8,1349,1271.2,09-Jul-2026 16:00:27,1261.1,N,-5.77,10888560914.14,EQ,DRREDDY,8410883,NIFTY 50
1158.92,84.9,1220,1200,09-Jul-2026 16:00:27,1102,N,7.61,8190128202.2,EQ,LODHA,7067035,NIFTY NEXT 50
654.86,24,666,658,09-Jul-2026 16:00:27,635,N,3.79,4189260569.1,EQ,DLF,6397185,NIFTY NEXT 50
123.68,4.05,125.3,125.2,09-Jul-2026 16:00:27,121.5,N,3.34,3186396286.4,EQ,CANBK,25763230,NIFTY NEXT 50
2722.07,78.5,2744.9,2737.7,09-Jul-2026 16:00:27,2662.3,N,2.95,3912635366.25,EQ,HDFCAMC,1437375,NIFTY NEXT 50
354.8,9.75,358.65,356,09-Jul-2026 16:00:27,346,N,2.82,616605500.8,EQ,TATACAP,1737896,NIFTY NEXT 50
102.73,2.75,103.7,103.7,09-Jul-2026 16:00:27,100.8,N,2.72,1364537112.96,EQ,PNB,13282752,NIFTY NEXT 50
3404.2,91.3,3453,3450,09-Jul-2026 16:00:27,3353.1,N,2.72,983214660.8,EQ,ENRIN,288824,NIFTY NEXT 50
10570.2,264,10611,10600,09-Jul-2026 16:00:27,10388,N,2.55,508098943.8,EQ,BAJAJHLDNG,48069,NIFTY NEXT 50
156.99,3.41,158.1,157.8,09-Jul-2026 16:00:27,154.45,N,2.21,2178059793.24,EQ,UNIONBANK,13873876,NIFTY NEXT 50
3840.69,78.6,3879,3872.6,09-Jul-2026 16:00:27,3715.4,N,2.07,1820394883.44,EQ,LTM,473976,NIFTY NEXT 50
1783.49,33.6,1805.9,1803,09-Jul-2026 16:00:27,1755.3,N,1.90,2302524826.78,EQ,CHOLAFIN,1291022,NIFTY NEXT 50
425.57,7.9,429.8,429,09-Jul-2026 16:00:27,421.9,N,1.88,1025026625.29,EQ,AMBUJACEM,2408597,NIFTY NEXT 50
26328.34,455,26575,26365,09-Jul-2026 16:00:27,25905,N,1.76,323838582,EQ,SHREECEM,12300,NIFTY NEXT 50
306.64,5.25,309.1,308.8,09-Jul-2026 16:00:27,299.75,N,1.73,1699708279.76,EQ,BPCL,5543009,NIFTY NEXT 50
243.92,4.05,246.2,244.5,09-Jul-2026 16:00:27,240.15,N,1.68,2633797424.64,EQ,BANKBARODA,10797792,NIFTY NEXT 50
142.67,2.04,144.15,142.69,09-Jul-2026 16:00:27,140,N,1.45,1459096932.92,EQ,MOTHERSON,10227076,NIFTY NEXT 50
480.34,6.85,484.5,481.4,09-Jul-2026 16:00:27,475.9,N,1.44,2670159143.96,EQ,VBL,5558894,NIFTY NEXT 50
732.04,10.05,736.6,732.95,09-Jul-2026 16:00:27,724,N,1.39,1021094778.48,EQ,INDHOTEL,1394862,NIFTY NEXT 50
42010.32,560,42320,42170,09-Jul-2026 16:00:27,41610,N,1.35,1057315733.76,EQ,BOSCHLTD,25168,NIFTY NEXT 50
350.17,4.15,353.95,352.9,09-Jul-2026 16:00:27,345.7,N,1.19,1941270344.98,EQ,RECLTD,5543794,NIFTY NEXT 50
1588.86,18,1598.9,1588.4,09-Jul-2026 16:00:27,1565,N,1.15,359970532.74,EQ,PIDILITIND,226559,NIFTY NEXT 50
376.3,3.9,378.85,376,09-Jul-2026 16:00:27,372.25,N,1.05,1818810677.8,EQ,TATAPOWER,4833406,NIFTY NEXT 50
1089.02,11.3,1096.8,1086.5,09-Jul-2026 16:00:27,1066.8,N,1.05,376996943.6,EQ,GODREJCP,346180,NIFTY NEXT 50
1159.52,11.5,1171.3,1159.5,09-Jul-2026 16:00:27,1144.9,N,1.00,1144201581.28,EQ,ZYDUSLIFE,986789,NIFTY NEXT 50
4048.72,39,4086.2,4077.6,09-Jul-2026 16:00:27,3980,N,0.97,2158145903.68,EQ,DMART,533044,NIFTY NEXT 50
6862.93,65.5,6945,6820.5,09-Jul-2026 16:00:27,6740.5,N,0.97,2446414931.24,EQ,DIVISLAB,356468,NIFTY NEXT 50
1030.04,9.5,1037.7,1031,09-Jul-2026 16:00:27,1022.6,N,0.93,660497699.4,EQ,JINDALSTEL,641235,NIFTY NEXT 50
170.91,1.46,172.29,170.7,09-Jul-2026 16:00:27,168.54,N,0.86,1845551125.8,EQ,GAIL,10798380,NIFTY NEXT 50
88.2,0.74,88.58,88.24,09-Jul-2026 16:00:27,87.55,N,0.85,616613256,EQ,IRFC,6991080,NIFTY NEXT 50
3453.96,28.9,3484.6,3475,09-Jul-2026 16:00:27,3426,N,0.84,980686316.76,EQ,SIEMENS,283931,NIFTY NEXT 50
6835.12,53.5,6861.5,6825,09-Jul-2026 16:00:27,6780,N,0.79,814008111.04,EQ,ABB,119092,NIFTY NEXT 50
137.88,0.96,138.69,138.59,09-Jul-2026 16:00:27,136.6,N,0.70,1978862722.2,EQ,IOC,14352065,NIFTY NEXT 50
4368.22,29.3,4397.5,4394,09-Jul-2026 16:00:27,4331,N,0.67,2551896651.12,EQ,HAL,584196,NIFTY NEXT 50
5366.3,33,5388.5,5348.5,09-Jul-2026 16:00:27,5326,N,0.62,934315760.4,EQ,BRITANNIA,174108,NIFTY NEXT 50
5537.71,32,5566.5,5530.5,09-Jul-2026 16:00:27,5492,N,0.58,1636576049.43,EQ,CUMMINSIND,295533,NIFTY NEXT 50
420.01,2.25,424,419,09-Jul-2026 16:00:27,415.95,N,0.54,2225718672.04,EQ,TMCV,5299204,NIFTY NEXT 50
1921.52,9.1,1937.5,1926,09-Jul-2026 16:00:27,1895.4,N,0.47,1116998791.2,EQ,HYUNDAI,581310,NIFTY NEXT 50
4904.07,22.6,4937.4,4889,09-Jul-2026 16:00:27,4847,N,0.46,2259501211.8,EQ,TORNTPHARM,460740,NIFTY NEXT 50
910.51,3.25,922.6,911.35,09-Jul-2026 16:00:27,903.05,N,0.36,3828954045.35,EQ,CGPOWER,4205285,NIFTY NEXT 50
402.74,1,406.25,404.6,09-Jul-2026 16:00:27,399,N,0.25,2576642722.68,EQ,PFC,6397782,NIFTY NEXT 50
218.54,0,221.78,216.48,09-Jul-2026 16:00:27,215.55,N,0.00,4175834783.96,EQ,ADANIPOWER,19107874,NIFTY NEXT 50
3647.55,-9.7,3698.9,3630,09-Jul-2026 16:00:27,3617.5,N,-0.27,1865200225.35,EQ,TVSMOTOR,511357,NIFTY NEXT 50
272.21,-0.95,274.7,271.35,09-Jul-2026 16:00:27,270.8,N,-0.35,2727087976.04,EQ,VEDL,10018324,NIFTY NEXT 50
526.92,-2.05,531.45,528.25,09-Jul-2026 16:00:27,523.1,N,-0.39,1075785691.08,EQ,HINDZINC,2041649,NIFTY NEXT 50
1505.16,-12.7,1537.5,1491.9,09-Jul-2026 16:00:27,1481.2,N,-0.84,2517426759.96,EQ,ADANIGREEN,1672531,NIFTY NEXT 50
3062.56,-32.3,3114.1,3051,09-Jul-2026 16:00:27,3032.7,N,-1.05,2895895484.8,EQ,MUTHOOTFIN,945580,NIFTY NEXT 50
1651.24,-29.7,1685,1625.8,09-Jul-2026 16:00:27,1610.1,N,-1.79,3928940641.12,EQ,ADANIENSOL,2379388,NIFTY NEXT 50
1394.3,-27.3,1420,1381.5,09-Jul-2026 16:00:27,1378.4,N,-1.94,866328784.8,EQ,UNITDSPR,621336,NIFTY NEXT 50
2398.89,-77.9,2444,2372.8,09-Jul-2026 16:00:27,2369.9,N,-3.18,4066358439,EQ,MAZDOCK,1695100,NIFTY NEXT 50
17351.87,-586,18059,17385,09-Jul-2026 16:00:27,17028,N,-3.26,5658791844.4,EQ,SOLARINDS,326120,NIFTY NEXT 50
123.68,4.05,125.3,125.2,09-Jul-2026 16:00:27,121.5,N,3.34,3186396286.4,EQ,CANBK,25763230,NIFTY BANK
102.73,2.75,103.7,103.7,09-Jul-2026 16:00:27,100.8,N,2.72,1364537112.96,EQ,PNB,13282752,NIFTY BANK
79.06,1.88,79.75,79.7,09-Jul-2026 16:00:27,77.91,N,2.42,876307127.62,EQ,IDFCFIRSTB,11084077,NIFTY BANK
1013.78,23.35,1022.35,1018,09-Jul-2026 16:00:27,995.9,N,2.35,1979373009.04,EQ,INDUSINDBK,1952468,NIFTY BANK
156.99,3.41,158.1,157.8,09-Jul-2026 16:00:27,154.45,N,2.21,2178059793.24,EQ,UNIONBANK,13873876,NIFTY BANK
373.25,7.2,377.95,377.3,09-Jul-2026 16:00:27,368.4,N,1.95,11466394898.75,EQ,KOTAKBANK,30720415,NIFTY BANK
243.92,4.05,246.2,244.5,09-Jul-2026 16:00:27,240.15,N,1.68,2633797424.64,EQ,BANKBARODA,10797792,NIFTY BANK
23.65,0.25,23.8,23.67,09-Jul-2026 16:00:27,23.42,N,1.07,1234386941.15,EQ,YESBANK,52193951,NIFTY BANK
818.63,6.7,822.85,817,09-Jul-2026 16:00:27,812.3,N,0.83,32656622596.74,EQ,HDFCBANK,39891798,NIFTY BANK
1044.64,8.4,1050.8,1047.2,09-Jul-2026 16:00:27,1035.1,N,0.81,1139271848.32,EQ,AUBANK,1090588,NIFTY BANK
1025.1,5.6,1031.7,1022.5,09-Jul-2026 16:00:27,1019.3,N,0.55,7854007644.9,EQ,SBIN,7661699,NIFTY BANK
329.02,1.45,332.7,328,09-Jul-2026 16:00:27,326.55,N,0.44,1217181852.32,EQ,FEDERALBNK,3699416,NIFTY BANK
1386.98,3.4,1403.6,1384,09-Jul-2026 16:00:27,1377.3,N,0.25,19346759329.24,EQ,ICICIBANK,13948838,NIFTY BANK
1305.52,-7.6,1321.6,1301.9,09-Jul-2026 16:00:27,1292.2,N,-0.58,7323772677.52,EQ,AXISBANK,5609851,NIFTY BANK
1885.08,44.1,1911.9,1899,09-Jul-2026 16:00:27,1850,N,2.38,3864351792.36,EQ,BAJAJFINSV,2049967,NIFTY FIN SERVICE
373.25,7.2,377.95,377.3,09-Jul-2026 16:00:27,368.4,N,1.95,11466394898.75,EQ,KOTAKBANK,30720415,NIFTY FIN SERVICE
3801.59,72.7,3852,3811.8,09-Jul-2026 16:00:27,3760.6,N,1.94,8819088148.78,EQ,BSE,2319842,NIFTY FIN SERVICE
1028.57,19.5,1039.8,1033.9,09-Jul-2026 16:00:27,1015,N,1.92,4098325850.73,EQ,SHRIRAMFIN,3984489,NIFTY FIN SERVICE
1815.77,34,1839,1823,09-Jul-2026 16:00:27,1784.9,N,1.90,1576495092.48,EQ,SBILIFE,868224,NIFTY FIN SERVICE
1783.49,33.6,1805.9,1803,09-Jul-2026 16:00:27,1755.3,N,1.90,2302524826.78,EQ,CHOLAFIN,1291022,NIFTY FIN SERVICE
539.44,9.3,542.75,539.9,09-Jul-2026 16:00:27,531.5,N,1.75,415096382.8,EQ,LICHSGFIN,769495,NIFTY FIN SERVICE
