VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
8746.23,110,8840.5,8760,07-Sep-2026 16:00:27,8650,N,1.27,2657043450.39,EQ,APOLLOHOSP,303793,NIFTY 50
3980.75,34.9,4004.9,3999,07-Sep-2026 16:00:27,3960.9,N,0.88,5002540852.25,EQ,LT,1256683,NIFTY 50
417.5,3.5,420.3,418.85,07-Sep-2026 16:00:27,413.3,N,0.84,5674952667.5,EQ,COALINDIA,13592701,NIFTY 50
1842.07,14,1855.5,1854,07-Sep-2026 16:00:27,1830.4,N,0.76,11001685708.06,EQ,BHARTIARTL,5972458,NIFTY 50
987.7,7.2,994.9,992,07-Sep-2026 16:00:27,974,N,0.73,1831738047.3,EQ,MAXHEALTH,1854549,NIFTY 50
1387.98,10,1395.7,1395,07-Sep-2026 16:00:27,1376.8,N,0.72,841805706.06,EQ,CIPLA,606497,NIFTY 50
7693.31,41.5,7729,7672,07-Sep-2026 16:00:27,7615,N,0.54,3585467125.5,EQ,EICHERMOT,466050,NIFTY 50
12758.48,66,12833,12760,07-Sep-2026 16:00:27,12618,N,0.52,5279178337.44,EQ,MARUTI,413778,NIFTY 50
1014.24,5,1019.9,1015,07-Sep-2026 16:00:27,1004,N,0.50,1387495533.6,EQ,TATACONSUM,1368015,NIFTY 50
4984.2,24,5008,5001,07-Sep-2026 16:00:27,4944,N,0.48,1768762990.8,EQ,INDIGO,354874,NIFTY 50
2938.16,12,2964.4,2950,07-Sep-2026 16:00:27,2918.5,N,0.41,2882975478.88,EQ,ADANIENT,981218,NIFTY 50
1426.82,4.3,1434.4,1427.5,07-Sep-2026 16:00:27,1422.6,N,0.30,11464657077.02,EQ,ICICIBANK,8035111,NIFTY 50
267.49,0.45,268.8,266.45,07-Sep-2026 16:00:27,264.25,N,0.17,1876604448.94,EQ,POWERGRID,7015606,NIFTY 50
1059.15,-0.5,1070,1060,07-Sep-2026 16:00:27,1054.3,N,-0.05,3799022769,EQ,BAJFINANCE,3586860,NIFTY 50
331.66,-0.5,333.8,332,07-Sep-2026 16:00:27,330.35,N,-0.15,1739826339.58,EQ,NTPC,5245813,NIFTY 50
1891.3,-4,1907.8,1895,07-Sep-2026 16:00:27,1883.1,N,-0.21,2987015198.5,EQ,SUNPHARMA,1579345,NIFTY 50
710.43,-1.6,713,710.5,07-Sep-2026 16:00:27,707.05,N,-0.22,8653314467.7,EQ,HDFCBANK,12180390,NIFTY 50
263.64,-0.6,264.95,263.5,07-Sep-2026 16:00:27,262.95,N,-0.23,1763224847.28,EQ,ITC,6688002,NIFTY 50
