VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
1786.99,85.7,1824,1824,18-Sep-2026 16:00:28,1744,N,4.93,7413869472.97,EQ,ADANIPORTS,4148803,NIFTY 50
2990.42,96.8,3020,3020,18-Sep-2026 16:00:28,2924.6,N,3.31,4868777562.5,EQ,ADANIENT,1628125,NIFTY 50
1874.09,57.3,1893.3,1893.3,18-Sep-2026 16:00:28,1835.3,N,3.12,26592924800.2,EQ,BHARTIARTL,14189780,NIFTY 50
728,18,733.8,731,18-Sep-2026 16:00:28,715.25,N,2.52,28683716880,EQ,HDFCBANK,39400710,NIFTY 50
1030.46,25.3,1040.3,1040.3,18-Sep-2026 16:00:28,1019.1,N,2.49,8451478441.76,EQ,BAJFINANCE,8201656,NIFTY 50
266.79,6.55,270.3,270.3,18-Sep-2026 16:00:28,263.4,N,2.48,4774669397.07,EQ,POWERGRID,17896733,NIFTY 50
10992.31,250,11060,11014,18-Sep-2026 16:00:28,10819,N,2.32,5043799458.88,EQ,ULTRACEMCO,458848,NIFTY 50
8859.71,176,8944.5,8944.5,18-Sep-2026 16:00:28,8798,N,2.01,3050088063.15,EQ,APOLLOHOSP,344265,NIFTY 50
1272.49,22.2,1278.7,1275.6,18-Sep-2026 16:00:28,1262.7,N,1.77,3025993944.9,EQ,JSWSTEEL,2378010,NIFTY 50
4932.33,75,4970,4920,18-Sep-2026 16:00:28,4881,N,1.55,3612177078.51,EQ,INDIGO,732347,NIFTY 50
1011.39,15,1019,1010,18-Sep-2026 16:00:28,1000.5,N,1.51,4926107487.09,EQ,SHRIRAMFIN,4870631,NIFTY 50
327.65,4.5,329.75,326.85,18-Sep-2026 16:00:28,325.7,N,1.40,5798373885.45,EQ,ETERNAL,17696853,NIFTY 50
1249.51,17,1257,1257,18-Sep-2026 16:00:28,1240.5,N,1.37,7113480422.16,EQ,AXISBANK,5693016,NIFTY 50
1384.87,18.2,1394.5,1394.5,18-Sep-2026 16:00:28,1371.7,N,1.32,1920238584.08,EQ,CIPLA,1386584,NIFTY 50
3878.25,48.8,3898,3885,18-Sep-2026 16:00:28,3846,N,1.27,6002328742.5,EQ,LT,1547690,NIFTY 50
2804.17,35,2824,2824,18-Sep-2026 16:00:28,2776.1,N,1.25,2595166797.39,EQ,TRENT,925467,NIFTY 50
1050.79,12.3,1059.9,1049.3,18-Sep-2026 16:00:28,1034.9,N,1.19,2204994548.64,EQ,MAXHEALTH,2098416,NIFTY 50
3194.59,36.1,3209.2,3209.2,18-Sep-2026 16:00:28,3174.5,N,1.14,2181243689.87,EQ,GRASIM,682793,NIFTY 50
1192.08,10,1207.5,1185,18-Sep-2026 16:00:28,1182.1,N,0.85,3579298877.28,EQ,DRREDDY,3002566,NIFTY 50
991.89,7.5,996.2,996.2,18-Sep-2026 16:00:28,985.1,N,0.76,5653233411.84,EQ,SBIN,5699456,NIFTY 50
987.53,6,999.3,986.5,18-Sep-2026 16:00:28,979.4,N,0.61,8206607357.08,EQ,HINDALCO,8310236,NIFTY 50
7519.02,22.5,7569,7516,18-Sep-2026 16:00:28,7477,N,0.30,3154424384.52,EQ,EICHERMOT,419526,NIFTY 50
165.22,0.43,166.9,166.83,18-Sep-2026 16:00:28,163.3,N,0.26,3900261634.28,EQ,WIPRO,23606474,NIFTY 50
230.82,0.59,232,229.89,18-Sep-2026 16:00:28,229.89,N,0.26,2734530310.5,EQ,JIOFIN,11847025,NIFTY 50
233.03,0.37,234.32,232.8,18-Sep-2026 16:00:28,231.75,N,0.16,2597407608.11,EQ,ONGC,11146237,NIFTY 50
1364.89,1.8,1390,1372.4,18-Sep-2026 16:00:28,1332.8,N,0.13,4456234820.56,EQ,NESTLEIND,3264904,NIFTY 50
2453.19,-2.7,2474,2451.3,18-Sep-2026 16:00:28,2438,N,-0.11,2454980828.7,EQ,ASIANPAINT,1000730,NIFTY 50
1859.61,-6.7,1872.6,1852.5,18-Sep-2026 16:00:28,1852.5,N,-0.36,1338026587.2,EQ,BAJAJFINSV,719520,NIFTY 50
1947.18,-10.2,1959.6,1932,18-Sep-2026 16:00:28,1932,N,-0.53,3883913379.3,EQ,HINDUNILVR,1994635,NIFTY 50
396.85,-2.15,399.2,393.3,18-Sep-2026 16:00:28,393.3,N,-0.54,4707689080.85,EQ,BEL,11862641,NIFTY 50
1343.06,-8.7,1359.8,1338.9,18-Sep-2026 16:00:28,1338.9,N,-0.65,10085586851.54,EQ,ICICIBANK,7509409,NIFTY 50
1047.93,-7.2,1061.9,1051.4,18-Sep-2026 16:00:28,1038,N,-0.68,23185401997.29,EQ,INFY,22124953,NIFTY 50
1245.05,-9,1260.8,1249.3,18-Sep-2026 16:00:28,1235.6,N,-0.72,3593770837.35,EQ,HCLTECH,2886447,NIFTY 50
11447.29,-86,11540,11414,18-Sep-2026 16:00:28,11406,N,-0.75,3397063438.53,EQ,BAJAJ-AUTO,296757,NIFTY 50
3067.69,-24.5,3098.2,3052,18-Sep-2026 16:00:28,3052,N,-0.80,9120607425.11,EQ,M&M,2973119,NIFTY 50
4808.53,-42.5,4864.5,4798.5,18-Sep-2026 16:00:28,4772,N,-0.88,5126003576.19,EQ,TITAN,1066023,NIFTY 50
186.34,-1.75,187.96,185.54,18-Sep-2026 16:00:28,185.54,N,-0.93,5406492611.52,EQ,TATASTEEL,29014128,NIFTY 50
416.06,-4,419.2,412.5,18-Sep-2026 16:00:28,412.5,N,-0.96,6432760660.22,EQ,KOTAKBANK,15461137,NIFTY 50
558.43,-6.05,564.95,550.95,18-Sep-2026 16:00:28,550.95,N,-1.09,3126666322.9,EQ,HDFCLIFE,5599030,NIFTY 50
1234.75,-17.5,1247.3,1226.4,18-Sep-2026 16:00:28,1226.4,N,-1.41,18672772346.25,EQ,RELIANCE,15122715,NIFTY 50
264.29,-3.9,266.6,262.3,18-Sep-2026 16:00:28,262.3,N,-1.47,3805551353.5,EQ,ITC,14399150,NIFTY 50
1536.48,-23.9,1561.2,1537.1,18-Sep-2026 16:00:28,1523.1,N,-1.53,4784171578.56,EQ,TECHM,3113722,NIFTY 50
1849.88,-30,1877.2,1837.3,18-Sep-2026 16:00:28,1837.3,N,-1.61,5358843376.8,EQ,SUNPHARMA,2896860,NIFTY 50
1003.17,-17.7,1018.7,996,18-Sep-2026 16:00:28,996,N,-1.75,2083104574.74,EQ,TATACONSUM,2076522,NIFTY 50
326.62,-5.95,330.85,323.65,18-Sep-2026 16:00:28,323.65,N,-1.81,3086175874.74,EQ,NTPC,9448827,NIFTY 50
12206.32,-235,12458,12103,18-Sep-2026 16:00:28,12103,N,-1.90,8053400365.36,EQ,MARUTI,659773,NIFTY 50
411.88,-8.1,419.95,409.9,18-Sep-2026 16:00:28,409.65,N,-1.94,3171834335.6,EQ,COALINDIA,7700870,NIFTY 50
1751.45,-35.9,1770,1731,18-Sep-2026 16:00:28,1731,N,-2.03,1627736329.25,EQ,SBILIFE,929365,NIFTY 50
304.66,-10.7,310,303.8,18-Sep-2026 16:00:28,301.5,N,-3.40,5495186541.92,EQ,TMPV,18037112,NIFTY 50
2117.95,-85,2177.3,2105,18-Sep-2026 16:00:28,2101.2,N,-3.88,14561812732.6,EQ,TCS,6875428,NIFTY 50
1314.58,60.3,1337.9,1334.5,18-Sep-2026 16:00:28,1274.2,N,4.73,3414189053.18,EQ,ADANIGREEN,2597171,NIFTY NEXT 50
3199.56,135.9,3250,3245,18-Sep-2026 16:00:28,3110,N,4.37,2368714257,EQ,ENRIN,740325,NIFTY NEXT 50
586.81,23.7,596,596,18-Sep-2026 16:00:28,578.3,N,4.14,4223283893.01,EQ,HINDZINC,7197021,NIFTY NEXT 50
3831.22,150.4,3913.9,3913.9,18-Sep-2026 16:00:28,3770,N,4.00,2553515792.44,EQ,SIEMENS,666502,NIFTY NEXT 50
263.3,10.15,267.6,267.6,18-Sep-2026 16:00:28,258,N,3.94,2233877221.6,EQ,VEDL,8484152,NIFTY NEXT 50
1130.67,41.6,1148.8,1144.7,18-Sep-2026 16:00:28,1108.6,N,3.77,5344969933.53,EQ,LODHA,4727259,NIFTY NEXT 50
1421.82,49.3,1436.5,1436.1,18-Sep-2026 16:00:28,1380.9,N,3.55,3051113396.22,EQ,ADANIENSOL,2145921,NIFTY NEXT 50
2246.87,70,2280,2280,18-Sep-2026 16:00:28,2205.1,N,3.17,1911587564.86,EQ,MAZDOCK,850778,NIFTY NEXT 50
22577.22,640,23000,22600,18-Sep-2026 16:00:28,22100,N,2.91,1402790410.26,EQ,SHREECEM,62133,NIFTY NEXT 50
80.61,2.19,81.5,81.5,18-Sep-2026 16:00:28,79.32,N,2.76,1159004211.81,EQ,IRFC,14377921,NIFTY NEXT 50
2833.82,70.9,2852,2841.1,18-Sep-2026 16:00:28,2784.3,N,2.56,1855046910.2,EQ,MUTHOOTFIN,654610,NIFTY NEXT 50
11252.2,272,11363,11282,18-Sep-2026 16:00:28,11070,N,2.47,631248420,EQ,BAJAJHLDNG,56100,NIFTY NEXT 50
349.8,8.3,355,351.95,18-Sep-2026 16:00:28,344.3,N,2.42,840969221.4,EQ,TATACAP,2404143,NIFTY NEXT 50
312.35,7,314.2,314,18-Sep-2026 16:00:28,308.25,N,2.28,2948445004.25,EQ,BPCL,9439555,NIFTY NEXT 50
2182.28,48.8,2208.8,2208.8,18-Sep-2026 16:00:28,2155.5,N,2.26,1667971161,EQ,HYUNDAI,764325,NIFTY NEXT 50
1157.65,24.9,1167.3,1160,18-Sep-2026 16:00:28,1147.7,N,2.19,3228901172.9,EQ,ZYDUSLIFE,2789186,NIFTY NEXT 50
136.11,2.73,137,137,18-Sep-2026 16:00:28,134.6,N,2.03,1566052668.57,EQ,IOC,11505787,NIFTY NEXT 50
