VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
3149.41,159.2,3260,3260,03-Aug-2026 16:00:25,3103.1,N,5.13,1240288048.56,EQ,GRASIM,393816,NIFTY 50
2429.42,108.1,2473.7,2473.7,03-Aug-2026 16:00:25,2383,N,4.57,7377757403.38,EQ,TCS,3036839,NIFTY 50
5356.45,229,5402,5400,03-Aug-2026 16:00:25,5276,N,4.43,5307850929.15,EQ,INDIGO,990927,NIFTY 50
1160.88,49.9,1180,1180,03-Aug-2026 16:00:25,1138.1,N,4.42,9962985597.6,EQ,INFY,8582270,NIFTY 50
1080.37,43.5,1095,1090.2,03-Aug-2026 16:00:25,1051.6,N,4.16,7614189551.57,EQ,SHRIRAMFIN,7047761,NIFTY 50
1248.41,42.5,1272,1272,03-Aug-2026 16:00:25,1230.5,N,3.46,8381101910.61,EQ,AXISBANK,6713421,NIFTY 50
2078.06,66.9,2096,2096,03-Aug-2026 16:00:25,2040.4,N,3.30,5922647635.1,EQ,BAJAJFINSV,2850085,NIFTY 50
11516.74,335,11856,11856,03-Aug-2026 16:00:25,11456,N,2.91,3238875823.68,EQ,BAJAJ-AUTO,281232,NIFTY 50
347.66,9.55,350.45,349.3,03-Aug-2026 16:00:25,343.5,N,2.81,4181588424.6,EQ,TMPV,12027810,NIFTY 50
1166.9,31.9,1182,1180,03-Aug-2026 16:00:25,1160.3,N,2.78,2509916716.3,EQ,DRREDDY,2150927,NIFTY 50
7995.86,216.5,8056,8050,03-Aug-2026 16:00:25,7852,N,2.76,8070989100.56,EQ,EICHERMOT,1009396,NIFTY 50
186.59,5.01,189.81,188.66,03-Aug-2026 16:00:25,184.02,N,2.73,2955681880.44,EQ,WIPRO,15840516,NIFTY 50
306.76,8.05,310.9,310.5,03-Aug-2026 16:00:25,300.05,N,2.66,8253773520.4,EQ,ETERNAL,26906290,NIFTY 50
1445.87,36.6,1460,1460,03-Aug-2026 16:00:25,1433,N,2.57,11142954284.89,EQ,ICICIBANK,7706747,NIFTY 50
4897.44,124.8,5000,5000,03-Aug-2026 16:00:25,4851.8,N,2.56,2475264124.8,EQ,TITAN,505420,NIFTY 50
261.64,6.5,266.95,263,03-Aug-2026 16:00:25,256.3,N,2.53,9571493180.12,EQ,JIOFIN,36582683,NIFTY 50
1094.56,26.9,1110,1110,03-Aug-2026 16:00:25,1083.1,N,2.48,1447026927.52,EQ,TATACONSUM,1322017,NIFTY 50
2778.04,62.7,2810,2810,03-Aug-2026 16:00:25,2762.1,N,2.28,2890420052.12,EQ,ASIANPAINT,1040453,NIFTY 50
1355.64,30.1,1377,1377,03-Aug-2026 16:00:25,1343.5,N,2.23,3137401032.48,EQ,HCLTECH,2314332,NIFTY 50
3993.37,86.1,4025,4025,03-Aug-2026 16:00:25,3962.5,N,2.19,7548974800.49,EQ,LT,1890377,NIFTY 50
289.03,6,292.55,287,03-Aug-2026 16:00:25,283,N,2.14,13119867977.65,EQ,ITC,45392755,NIFTY 50
988.46,20.45,994.9,994.9,03-Aug-2026 16:00:25,981.35,N,2.10,5552396292.74,EQ,HINDALCO,5617219,NIFTY 50
3058.83,58.5,3077,3068,03-Aug-2026 16:00:25,3024.5,N,1.94,2726729768.07,EQ,ADANIENT,891429,NIFTY 50
393.2,7.2,397.5,397.5,03-Aug-2026 16:00:25,391.05,N,1.84,4422344778.4,EQ,KOTAKBANK,11247062,NIFTY 50
1277.76,22.3,1294.8,1292.3,03-Aug-2026 16:00:25,1268.7,N,1.76,3293726673.6,EQ,JSWSTEEL,2577735,NIFTY 50
1902.88,33,1915,1915,03-Aug-2026 16:00:25,1882.8,N,1.75,1685209556.8,EQ,SBILIFE,885610,NIFTY 50
2118.28,36.7,2138,2138,03-Aug-2026 16:00:25,2105.3,N,1.75,1568901963.72,EQ,HINDUNILVR,740649,NIFTY 50
1041.97,17.6,1051.5,1045,03-Aug-2026 16:00:25,1031.6,N,1.71,10948447676.5,EQ,SBIN,10507450,NIFTY 50
3022.9,44.1,3050,3050,03-Aug-2026 16:00:25,3002.9,N,1.47,2669849463.2,EQ,TRENT,883208,NIFTY 50
1515.67,20.4,1530,1530,03-Aug-2026 16:00:25,1505.4,N,1.35,1868252733.75,EQ,NESTLEIND,1232625,NIFTY 50
12002.83,151,12054,12054,03-Aug-2026 16:00:25,11905,N,1.27,1915399608.57,EQ,ULTRACEMCO,159579,NIFTY 50
389.89,4.3,392.25,392.15,03-Aug-2026 16:00:25,388,N,1.11,3660839014.35,EQ,BEL,9389415,NIFTY 50
347.2,3.65,350.9,350.9,03-Aug-2026 16:00:25,345.3,N,1.05,1895788384,EQ,NTPC,5460220,NIFTY 50
1158.71,11.8,1176.4,1153,03-Aug-2026 16:00:25,1140.2,N,1.03,15941546084.52,EQ,BAJFINANCE,13758012,NIFTY 50
285.03,2.75,287,287,03-Aug-2026 16:00:25,283.9,N,0.97,2493753692.76,EQ,POWERGRID,8749092,NIFTY 50
3407.6,30.1,3465,3428.6,03-Aug-2026 16:00:25,3386.2,N,0.89,7392116902.8,EQ,M&M,2169303,NIFTY 50
1311.08,11.2,1319,1319,03-Aug-2026 16:00:25,1306,N,0.86,9843618794.84,EQ,RELIANCE,7508023,NIFTY 50
550.9,4.6,554,553.1,03-Aug-2026 16:00:25,549.1,N,0.84,1386246747.9,EQ,HDFCLIFE,2516331,NIFTY 50
190.39,1.31,193.5,191,03-Aug-2026 16:00:25,188.49,N,0.69,5247849225.59,EQ,TATASTEEL,27563681,NIFTY 50
752.96,4.85,756.85,753,03-Aug-2026 16:00:25,750.05,N,0.65,11164771159.36,EQ,HDFCBANK,14827841,NIFTY 50
414.43,1.85,416,416,03-Aug-2026 16:00:25,412.6,N,0.45,2226281075.73,EQ,COALINDIA,5371911,NIFTY 50
1704.31,4.5,1715.9,1701,03-Aug-2026 16:00:25,1692.8,N,0.27,2837152926.83,EQ,ADANIPORTS,1664693,NIFTY 50
1103.8,1.9,1113.9,1100.4,03-Aug-2026 16:00:25,1089,N,0.17,1310263582.4,EQ,MAXHEALTH,1187048,NIFTY 50
1466.66,1.2,1480.6,1474.4,03-Aug-2026 16:00:25,1454.3,N,0.08,1190553921.7,EQ,CIPLA,811745,NIFTY 50
1957.24,-1.5,1987.4,1970.5,03-Aug-2026 16:00:25,1943,N,-0.08,8535915088,EQ,BHARTIARTL,4361200,NIFTY 50
1645.48,-2.3,1670,1649,03-Aug-2026 16:00:25,1634.3,N,-0.14,6835577323.92,EQ,TECHM,4154154,NIFTY 50
241.28,-0.53,242.62,242,03-Aug-2026 16:00:25,240.06,N,-0.22,1997201232,EQ,ONGC,8277525,NIFTY 50
14114.7,-84,14440,14150,03-Aug-2026 16:00:25,13901,N,-0.59,13566809690.1,EQ,MARUTI,961183,NIFTY 50
1955.15,-27,1988,1963.5,03-Aug-2026 16:00:25,1935.2,N,-1.36,7766542057.65,EQ,SUNPHARMA,3972351,NIFTY 50
8877.71,-137,9049,8820,03-Aug-2026 16:00:25,8789,N,-1.53,2225792818.07,EQ,APOLLOHOSP,250717,NIFTY 50
4624.12,327.9,4720.4,4690,03-Aug-2026 16:00:25,4386.1,N,7.52,8786461504.44,EQ,LTM,1900137,NIFTY NEXT 50
8346.57,529,8585,8585,03-Aug-2026 16:00:25,8105,N,6.57,15008384845.5,EQ,DIVISLAB,1798150,NIFTY NEXT 50
7457.09,316.5,7657,7601,03-Aug-2026 16:00:25,7243,N,4.34,9001930592.76,EQ,ABB,1207164,NIFTY NEXT 50
3866.42,140,3905,3900,03-Aug-2026 16:00:25,3694.2,N,3.72,2357213216.46,EQ,SIEMENS,609663,NIFTY NEXT 50
449.57,15.95,455.15,452.75,03-Aug-2026 16:00:25,434.55,N,3.65,7693285956.51,EQ,TMCV,17112543,NIFTY NEXT 50
26724.54,945,27000,27000,03-Aug-2026 16:00:25,26110,N,3.63,894951395.52,EQ,SHREECEM,33488,NIFTY NEXT 50
324.63,10.2,329.95,329.95,03-Aug-2026 16:00:25,322,N,3.19,1897150055.94,EQ,BPCL,5844038,NIFTY NEXT 50
153.71,4.26,155.01,155.01,03-Aug-2026 16:00:25,152.03,N,2.83,2730665989.21,EQ,MOTHERSON,17765051,NIFTY NEXT 50
441.75,11.8,444.5,444,03-Aug-2026 16:00:25,434.2,N,2.73,1611856516.5,EQ,AMBUJACEM,3648798,NIFTY NEXT 50
143.51,3.53,145.2,143.7,03-Aug-2026 16:00:25,142.38,N,2.52,2581306763.97,EQ,IOC,17986947,NIFTY NEXT 50
3980.96,94,4017,4015,03-Aug-2026 16:00:25,3912.1,N,2.40,1979747331.84,EQ,DMART,497304,NIFTY NEXT 50
11454.66,256,11629,11599,03-Aug-2026 16:00:25,11257,N,2.26,528071280.66,EQ,BAJAJHLDNG,46101,NIFTY NEXT 50
5451.85,114.5,5531,5531,03-Aug-2026 16:00:25,5401,N,2.11,1098057108.5,EQ,BRITANNIA,201410,NIFTY NEXT 50
1888.28,38.3,1913,1888.2,03-Aug-2026 16:00:25,1861.1,N,2.07,4300542593.76,EQ,CHOLAFIN,2277492,NIFTY NEXT 50
1629.52,31.1,1642.5,1642.5,03-Aug-2026 16:00:25,1622,N,1.93,1064997238.8,EQ,PIDILITIND,653565,NIFTY NEXT 50
246.77,4.65,248.48,247.25,03-Aug-2026 16:00:25,244,N,1.92,2100294758.11,EQ,BANKBARODA,8511143,NIFTY NEXT 50
744.87,13.45,752,752,03-Aug-2026 16:00:25,739.5,N,1.82,1475417639.64,EQ,INDHOTEL,1980772,NIFTY NEXT 50
4330.79,75.9,4389,4389,03-Aug-2026 16:00:25,4281.9,N,1.76,6985412692.35,EQ,TVSMOTOR,1612965,NIFTY NEXT 50
126.91,2.12,127.59,127.1,03-Aug-2026 16:00:25,125.5,N,1.70,2307305783.86,EQ,CANBK,18180646,NIFTY NEXT 50
174.29,2.76,175.74,174,03-Aug-2026 16:00:25,171.4,N,1.61,1455876613.65,EQ,UNIONBANK,8353185,NIFTY NEXT 50
18529.32,268,18710,18659,03-Aug-2026 16:00:25,18358,N,1.46,982128077.28,EQ,SOLARINDS,53004,NIFTY NEXT 50
1084.37,15.5,1100,1085.9,03-Aug-2026 16:00:25,1071.1,N,1.45,667826614.42,EQ,GODREJCP,615866,NIFTY NEXT 50
547.11,7.8,550.45,547,03-Aug-2026 16:00:25,541.45,N,1.45,1444595262.21,EQ,HINDZINC,2640411,NIFTY NEXT 50
665.91,9.25,670.9,668.55,03-Aug-2026 16:00:25,660.6,N,1.40,1105860755.16,EQ,DLF,1660676,NIFTY NEXT 50
90.29,1.1,90.85,90.25,03-Aug-2026 16:00:25,89.42,N,1.23,1066596311.74,EQ,IRFC,11813006,NIFTY NEXT 50
2218.87,26.3,2247.6,2207,03-Aug-2026 16:00:25,2200,N,1.21,3937349313.08,EQ,HYUNDAI,1774484,NIFTY NEXT 50
266.5,3,268.8,267.25,03-Aug-2026 16:00:25,264.5,N,1.14,1792425700,EQ,VEDL,6725800,NIFTY NEXT 50
213,2.34,215.11,213.65,03-Aug-2026 16:00:25,211.15,N,1.11,2952096291,EQ,ADANIPOWER,13859607,NIFTY NEXT 50
