VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
271.82,7.6,275.95,272.4,21-Aug-2026 16:00:29,264.2,N,2.87,4901283459.74,EQ,POWERGRID,18031357,NIFTY 50
547.79,12.8,554.8,554.8,21-Aug-2026 16:00:29,537.2,N,2.36,1823570450.61,EQ,HDFCLIFE,3328959,NIFTY 50
402.83,5.45,406,402.8,21-Aug-2026 16:00:29,398.3,N,1.37,6312449627.31,EQ,KOTAKBANK,15670257,NIFTY 50
1467.62,19.1,1485.4,1477.1,21-Aug-2026 16:00:29,1449,N,1.31,3933107125.64,EQ,NESTLEIND,2679922,NIFTY 50
413.42,4.6,415.95,414,21-Aug-2026 16:00:29,408.65,N,1.12,5659228243.62,EQ,BEL,13688811,NIFTY 50
2022.07,16.5,2032.5,2032.5,21-Aug-2026 16:00:29,2005,N,0.82,1678443468.34,EQ,BAJAJFINSV,830062,NIFTY 50
340.32,2.5,342.85,340,21-Aug-2026 16:00:29,337,N,0.74,2223894549.12,EQ,NTPC,6534716,NIFTY 50
404.59,2.7,405.9,405.2,21-Aug-2026 16:00:29,401.7,N,0.67,4178499922.01,EQ,COALINDIA,10327739,NIFTY 50
1783.79,10.9,1795.3,1792.9,21-Aug-2026 16:00:29,1766.2,N,0.61,1169386723.77,EQ,SBILIFE,655563,NIFTY 50
1417.2,8.1,1420,1420,21-Aug-2026 16:00:29,1411.2,N,0.57,6469914816,EQ,ICICIBANK,4565280,NIFTY 50
2627.66,14.8,2644,2640,21-Aug-2026 16:00:29,2615.5,N,0.56,868005438.44,EQ,ASIANPAINT,330334,NIFTY 50
1034.83,4.15,1040.45,1034,21-Aug-2026 16:00:29,1024.6,N,0.40,2736308869.13,EQ,HINDALCO,2644211,NIFTY 50
5051.81,18.1,5090.4,5086.1,21-Aug-2026 16:00:29,5011,N,0.36,1780161859.61,EQ,TITAN,352381,NIFTY 50
4082.24,12,4100,4093,21-Aug-2026 16:00:29,4061.4,N,0.29,5139180922.88,EQ,LT,1258912,NIFTY 50
730.4,1.9,732.8,726.95,21-Aug-2026 16:00:29,726.6,N,0.26,19012173954.4,EQ,HDFCBANK,26029811,NIFTY 50
1693.23,4,1702,1700,21-Aug-2026 16:00:29,1684.9,N,0.24,1885470868.05,EQ,ADANIPORTS,1113535,NIFTY 50
3294.27,8,3343.1,3308,21-Aug-2026 16:00:29,3258,N,0.24,4827294781.47,EQ,GRASIM,1465361,NIFTY 50
1947.37,4.3,1954.9,1946,21-Aug-2026 16:00:29,1940.5,N,0.22,5873770341.46,EQ,BHARTIARTL,3016258,NIFTY 50
1311.2,2.8,1316,1316,21-Aug-2026 16:00:29,1308,N,0.21,7126202855.2,EQ,RELIANCE,5434871,NIFTY 50
994.81,2.1,1003.6,1000,21-Aug-2026 16:00:29,986.5,N,0.21,1230862496.04,EQ,MAXHEALTH,1237284,NIFTY 50
2290.6,4,2307.2,2302,21-Aug-2026 16:00:29,2263.3,N,0.17,4734095259.4,EQ,TCS,2066749,NIFTY 50
1132.36,1.8,1140,1130,21-Aug-2026 16:00:29,1127.3,N,0.16,2847403014.64,EQ,SHRIRAMFIN,2514574,NIFTY 50
2993.49,2.1,3007.5,2997,21-Aug-2026 16:00:29,2981,N,0.07,2404302317.73,EQ,ADANIENT,803177,NIFTY 50
1046.89,0.7,1054.7,1048.7,21-Aug-2026 16:00:29,1040.1,N,0.07,6840602247.57,EQ,SBIN,6534213,NIFTY 50
327.44,0.05,331.7,328,21-Aug-2026 16:00:29,324.1,N,0.02,10363942602,EQ,ETERNAL,31651425,NIFTY 50
1095.68,0,1105.5,1095,21-Aug-2026 16:00:29,1090.6,N,0.00,3333709393.92,EQ,BAJFINANCE,3042594,NIFTY 50
11558.91,-5,11620,11570,21-Aug-2026 16:00:29,11526,N,-0.04,1546038889.23,EQ,ULTRACEMCO,133753,NIFTY 50
1895.48,-1.6,1917.4,1902.4,21-Aug-2026 16:00:29,1882.8,N,-0.08,2827967072.44,EQ,SUNPHARMA,1491953,NIFTY 50
180.8,-0.21,181.76,180.79,21-Aug-2026 16:00:29,180,N,-0.12,838526715.2,EQ,WIPRO,4637869,NIFTY 50
