VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
1105.18,35.1,1122.4,1122.4,05-Aug-2026 16:00:27,1092.7,N,3.23,7388005625.02,EQ,SHRIRAMFIN,6684889,NIFTY 50
3202.9,86,3228.7,3224,05-Aug-2026 16:00:27,3135.8,N,2.74,2218107539.9,EQ,GRASIM,692531,NIFTY 50
1308.65,30,1331,1330,05-Aug-2026 16:00:27,1284.7,N,2.31,2861505867.85,EQ,JSWSTEEL,2186609,NIFTY 50
1024.88,20,1040,1040,05-Aug-2026 16:00:27,1011.3,N,1.96,5167107774.48,EQ,HINDALCO,5041671,NIFTY 50
347.31,6.25,349.9,349.9,05-Aug-2026 16:00:27,342.75,N,1.82,6444175898.16,EQ,NTPC,18554536,NIFTY 50
11682.05,200,11800,11800,05-Aug-2026 16:00:27,11580,N,1.72,4470965858.05,EQ,BAJAJ-AUTO,382721,NIFTY 50
542.63,9.05,546.6,545,05-Aug-2026 16:00:27,536.35,N,1.69,4380746407.62,EQ,HDFCLIFE,8073174,NIFTY 50
4056,67,4074,4057,05-Aug-2026 16:00:27,4024.8,N,1.68,7747868544,EQ,LT,1910224,NIFTY 50
1050.19,12.3,1055,1055,05-Aug-2026 16:00:27,1040.3,N,1.18,9144129302.61,EQ,SBIN,8707119,NIFTY 50
12130.58,140,12239,12190,05-Aug-2026 16:00:27,11970,N,1.16,2611155867.32,EQ,ULTRACEMCO,215254,NIFTY 50
191.42,2.04,192.99,192.99,05-Aug-2026 16:00:27,189.84,N,1.07,4360647521.24,EQ,TATASTEEL,22780522,NIFTY 50
1155.11,9.8,1166,1158.8,05-Aug-2026 16:00:27,1145.1,N,0.85,5954225880.13,EQ,BAJFINANCE,5154683,NIFTY 50
5422.44,42,5508,5400,05-Aug-2026 16:00:27,5367,N,0.78,5707801327.44,EQ,INDIGO,1052626,NIFTY 50
3111.84,21.3,3140.3,3129,05-Aug-2026 16:00:27,3080.1,N,0.69,2445445687.68,EQ,TRENT,785852,NIFTY 50
7976.45,51.5,8019,7986.5,05-Aug-2026 16:00:27,7905.5,N,0.65,3385436697.05,EQ,EICHERMOT,424429,NIFTY 50
3463.85,22.4,3485.8,3455.4,05-Aug-2026 16:00:27,3435,N,0.65,6825686153.65,EQ,M&M,1970549,NIFTY 50
1168.01,6.5,1177.5,1174,05-Aug-2026 16:00:27,1162.3,N,0.56,11638232681.55,EQ,INFY,9964155,NIFTY 50
396.6,2,400,400,05-Aug-2026 16:00:27,393.85,N,0.50,4696666888.2,EQ,KOTAKBANK,11842327,NIFTY 50
1974.41,7.9,2031,1978,05-Aug-2026 16:00:27,1951.8,N,0.40,28208393695.59,EQ,BHARTIARTL,14286999,NIFTY 50
1087.92,4.3,1096.3,1096.3,05-Aug-2026 16:00:27,1082.9,N,0.39,1407957778.08,EQ,TATACONSUM,1294174,NIFTY 50
187.01,0.69,188.54,186.99,05-Aug-2026 16:00:27,186.07,N,0.37,1651158042.5,EQ,WIPRO,8829250,NIFTY 50
350.01,1.25,353.2,349.8,05-Aug-2026 16:00:27,346.4,N,0.36,2488625001.54,EQ,TMPV,7110154,NIFTY 50
1172.58,3.4,1178.4,1176,05-Aug-2026 16:00:27,1157.7,N,0.29,2208764321.82,EQ,DRREDDY,1883679,NIFTY 50
1074.1,3,1087,1080,05-Aug-2026 16:00:27,1066.4,N,0.28,1258183554.4,EQ,MAXHEALTH,1171384,NIFTY 50
14150.76,22,14249,14190,05-Aug-2026 16:00:27,14089,N,0.16,4422678530.4,EQ,MARUTI,312540,NIFTY 50
1653.17,1.5,1664.8,1650,05-Aug-2026 16:00:27,1639,N,0.09,3516962123.85,EQ,TECHM,2127405,NIFTY 50
3054.62,0,3085.9,3050,05-Aug-2026 16:00:27,3037.3,N,0.00,2660311322.68,EQ,ADANIENT,870914,NIFTY 50
1510.66,0,1524.6,1520,05-Aug-2026 16:00:27,1488.1,N,0.00,4149902362.14,EQ,NESTLEIND,2747079,NIFTY 50
1454.48,-1.2,1463,1458.8,05-Aug-2026 16:00:27,1443.5,N,-0.08,1416059910.8,EQ,CIPLA,973585,NIFTY 50
1442.49,-4.5,1454.6,1450.1,05-Aug-2026 16:00:27,1431.2,N,-0.31,16910737247.04,EQ,ICICIBANK,11723296,NIFTY 50
