VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
2327.97,93.6,2348.5,2342,28-Aug-2026 16:00:29,2263.3,N,4.16,9437751009.93,EQ,TCS,4054069,NIFTY 50
1631.09,55.9,1642,1640.9,28-Aug-2026 16:00:29,1598,N,3.53,5570540976.34,EQ,TECHM,3415226,NIFTY 50
1139.38,33.2,1145,1144,28-Aug-2026 16:00:29,1123.3,N,2.99,10963079039.22,EQ,INFY,9621969,NIFTY 50
1318.12,34.1,1334.2,1316.1,28-Aug-2026 16:00:29,1290,N,2.66,4560004505.12,EQ,HCLTECH,3459476,NIFTY 50
180.27,4.55,181.85,180.95,28-Aug-2026 16:00:29,178.25,N,2.58,2647493712.63,EQ,WIPRO,14686269,NIFTY 50
11911.94,190,11974,11910,28-Aug-2026 16:00:29,11769,N,1.62,3127968236.54,EQ,BAJAJ-AUTO,262591,NIFTY 50
1031.48,13.4,1037.4,1037.4,28-Aug-2026 16:00:29,1025.95,N,1.31,1741124830.76,EQ,HINDALCO,1687987,NIFTY 50
715.15,9.3,720.3,720.3,28-Aug-2026 16:00:29,707,N,1.31,11795899360.15,EQ,HDFCBANK,16494301,NIFTY 50
316.1,3.4,319.4,319.4,28-Aug-2026 16:00:29,313.3,N,1.08,1850099793.4,EQ,TMPV,5852894,NIFTY 50
3252.88,32,3292.5,3290,28-Aug-2026 16:00:29,3229,N,0.98,2199548662.8,EQ,GRASIM,676185,NIFTY 50
1260.54,9,1265.4,1265,28-Aug-2026 16:00:29,1248.2,N,0.72,4088522413.26,EQ,AXISBANK,3243469,NIFTY 50
2898.33,19.5,2911.2,2898,28-Aug-2026 16:00:29,2875.8,N,0.68,1361957148.63,EQ,TRENT,469911,NIFTY 50
5151.67,29.9,5169.9,5169.2,28-Aug-2026 16:00:29,5136,N,0.58,2822105432.68,EQ,TITAN,547804,NIFTY 50
1010.62,5.1,1017.5,1014.1,28-Aug-2026 16:00:29,1001.8,N,0.51,1830324786.42,EQ,MAXHEALTH,1811091,NIFTY 50
4037.12,18.8,4060,4045.8,28-Aug-2026 16:00:29,4021.3,N,0.47,3609007646.72,EQ,LT,893956,NIFTY 50
1046.78,4.6,1051.2,1047.5,28-Aug-2026 16:00:29,1040.5,N,0.44,5201734544.16,EQ,SBIN,4969272,NIFTY 50
8876.22,38.5,8905,8838.5,28-Aug-2026 16:00:29,8818.5,N,0.44,2763043018.92,EQ,APOLLOHOSP,311286,NIFTY 50
266.42,1.15,267.35,266.05,28-Aug-2026 16:00:29,265.05,N,0.43,1362075180.62,EQ,POWERGRID,5112511,NIFTY 50
1284.51,4.8,1291.8,1287,28-Aug-2026 16:00:29,1280,N,0.37,8773496168.28,EQ,RELIANCE,6830228,NIFTY 50
1918.95,6.7,1931,1920,28-Aug-2026 16:00:29,1903.8,N,0.35,2189026860.9,EQ,SUNPHARMA,1140742,NIFTY 50
1446,4.6,1456.5,1454.6,28-Aug-2026 16:00:29,1438,N,0.32,644531364,EQ,NESTLEIND,445734,NIFTY 50
399.14,1,406.35,401,28-Aug-2026 16:00:29,397.5,N,0.25,15368599915.76,EQ,COALINDIA,38504284,NIFTY 50
1417.27,3.5,1423.9,1423.5,28-Aug-2026 16:00:29,1409.1,N,0.25,535694045.52,EQ,CIPLA,377976,NIFTY 50
1880.13,4.1,1894.3,1882.4,28-Aug-2026 16:00:29,1867.6,N,0.22,11480637819,EQ,BHARTIARTL,6106300,NIFTY 50
409.53,0.9,411.9,411.9,28-Aug-2026 16:00:29,407.25,N,0.22,3286634690.46,EQ,BEL,8025382,NIFTY 50
238.38,0.3,240,238.4,28-Aug-2026 16:00:29,237.6,N,0.13,1704654903.24,EQ,JIOFIN,7150998,NIFTY 50
3325.12,4,3351.7,3334,28-Aug-2026 16:00:29,3302,N,0.12,5799255338.88,EQ,M&M,1744074,NIFTY 50
232.13,0.25,233.39,232.25,28-Aug-2026 16:00:29,231.25,N,0.11,1773230392.02,EQ,ONGC,7638954,NIFTY 50
