VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
240.68,9.11,243.5,242.48,10-Jul-2026 16:00:27,233.95,N,3.90,6670243547.44,EQ,JIOFIN,27714158,NIFTY 50
565.54,15.65,570,567.5,10-Jul-2026 16:00:27,554,N,2.84,3471924711.28,EQ,HDFCLIFE,6139132,NIFTY 50
3157.87,74.2,3183,3157.8,10-Jul-2026 16:00:27,3100,N,2.41,6774689036.45,EQ,ADANIENT,2145335,NIFTY 50
1301.71,30.2,1311.1,1310,10-Jul-2026 16:00:27,1287.8,N,2.36,10950683538.27,EQ,RELIANCE,8412537,NIFTY 50
1856.57,41.8,1866,1863.5,10-Jul-2026 16:00:27,1830.7,N,2.29,1538780913.1,EQ,SBILIFE,828830,NIFTY 50
1319.96,26.4,1326.6,1323,10-Jul-2026 16:00:27,1303.9,N,2.04,4684721514.44,EQ,AXISBANK,3549139,NIFTY 50
413.48,8.3,415.45,414.5,10-Jul-2026 16:00:27,408.2,N,2.04,3834494437.76,EQ,BEL,9273712,NIFTY 50
1456.09,28.7,1478.9,1455,10-Jul-2026 16:00:27,1445.3,N,2.01,2522834638.81,EQ,TECHM,1732609,NIFTY 50
1014.69,19.2,1023.9,1023,10-Jul-2026 16:00:27,1004.2,N,1.91,7142712390.45,EQ,BAJFINANCE,7039305,NIFTY 50
337,6.1,340.25,337.6,10-Jul-2026 16:00:27,333.65,N,1.84,6514547674,EQ,TMPV,19331002,NIFTY 50
1250.59,21.2,1259,1247,10-Jul-2026 16:00:27,1232.3,N,1.73,1880931130.65,EQ,JSWSTEEL,1504035,NIFTY 50
1071.85,17.9,1091.3,1068.7,10-Jul-2026 16:00:27,1064.7,N,1.70,10447607062.1,EQ,INFY,9747266,NIFTY 50
191.15,3.19,193.3,191.1,10-Jul-2026 16:00:27,188.74,N,1.70,4424276278.95,EQ,TATASTEEL,23145573,NIFTY 50
11685.73,195,11725,11719,10-Jul-2026 16:00:27,11584,N,1.69,1579092694.9,EQ,ULTRACEMCO,135130,NIFTY 50
1835.1,29.9,1852.9,1830,10-Jul-2026 16:00:27,1800.1,N,1.66,2733908123.7,EQ,ADANIPORTS,1489787,NIFTY 50
175.87,2.76,177.22,175.52,10-Jul-2026 16:00:27,175,N,1.60,2857815393.3,EQ,WIPRO,16249590,NIFTY 50
3935.49,62.1,3953.8,3948.1,10-Jul-2026 16:00:27,3905,N,1.60,5053129805.1,EQ,LT,1283990,NIFTY 50
1167.36,17.1,1191.5,1167.5,10-Jul-2026 16:00:27,1153.5,N,1.49,4645479936,EQ,HCLTECH,3979475,NIFTY 50
1402.11,20.5,1408.2,1401.2,10-Jul-2026 16:00:27,1389.6,N,1.48,8987027350.95,EQ,ICICIBANK,6409645,NIFTY 50
3123.09,43.6,3135,3129,10-Jul-2026 16:00:27,3105.2,N,1.41,5668089794.82,EQ,M&M,1814898,NIFTY 50
1033.75,14.3,1047.8,1036.4,10-Jul-2026 16:00:27,1023.5,N,1.40,9088885062.5,EQ,SBIN,8792150,NIFTY 50
5318.98,69.5,5363,5299,10-Jul-2026 16:00:27,5260,N,1.33,2436231133.48,EQ,INDIGO,458026,NIFTY 50
1910.63,22,1920.5,1917,10-Jul-2026 16:00:27,1893.4,N,1.16,1571195116.72,EQ,BAJAJFINSV,822344,NIFTY 50
972.98,10,985.6,968.45,10-Jul-2026 16:00:27,964.7,N,1.04,5700721928.34,EQ,HINDALCO,5859033,NIFTY 50
13871.07,142,13987,13870,10-Jul-2026 16:00:27,13776,N,1.03,5966696244.78,EQ,MARUTI,430154,NIFTY 50
2088.11,18.5,2133.3,2068,10-Jul-2026 16:00:27,2064.6,N,0.90,14020721088.61,EQ,TCS,6714551,NIFTY 50
824.61,6.95,827.7,824.5,10-Jul-2026 16:00:27,820.3,N,0.85,19457320268.85,EQ,HDFCBANK,23595785,NIFTY 50
