VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
417.14,16.25,422.4,417.85,02-Sep-2026 15:59:59,406.5,N,4.05,14237392825.8,EQ,COALINDIA,34130970,NIFTY 50
327.49,6,331.1,330,02-Sep-2026 15:59:59,321,N,1.85,3927617371.59,EQ,NTPC,11993091,NIFTY 50
1663.48,25.2,1676.7,1672.7,02-Sep-2026 15:59:59,1632.1,N,1.53,3890774920.76,EQ,ADANIPORTS,2338937,NIFTY 50
2879.02,27.9,2905,2891.8,02-Sep-2026 15:59:59,2830.5,N,0.97,4728767317.84,EQ,ADANIENT,1642492,NIFTY 50
1967.07,18,1990,1990,02-Sep-2026 15:59:59,1939.2,N,0.91,1437904565.16,EQ,BAJAJFINSV,730988,NIFTY 50
310.01,2.75,312.95,312.75,02-Sep-2026 15:59:59,305.65,N,0.89,2066978964.59,EQ,TMPV,6667459,NIFTY 50
266.29,2.25,268.35,266.8,02-Sep-2026 15:59:59,262.4,N,0.85,2414948859.72,EQ,POWERGRID,9068868,NIFTY 50
5010.76,24,5092,5074,02-Sep-2026 15:59:59,4971.5,N,0.48,4072044221.6,EQ,TITAN,812660,NIFTY 50
235.43,1.05,237.4,236.9,02-Sep-2026 15:59:59,232.3,N,0.45,3749507149.44,EQ,JIOFIN,15926208,NIFTY 50
237.16,1.05,239.21,237.5,02-Sep-2026 15:59:59,235.64,N,0.44,3100609681.4,EQ,ONGC,13073915,NIFTY 50
1308.95,4.1,1321.9,1313.1,02-Sep-2026 15:59:59,1293.1,N,0.31,17667998976.95,EQ,RELIANCE,13497841,NIFTY 50
1046.44,2,1061,1055.9,02-Sep-2026 15:59:59,1034.8,N,0.19,6523808334.72,EQ,BAJFINANCE,6234288,NIFTY 50
1930.75,2.7,1948.5,1931.7,02-Sep-2026 15:59:59,1910,N,0.14,2404592734.25,EQ,SUNPHARMA,1245419,NIFTY 50
3982.26,0.9,4002.3,3981,02-Sep-2026 15:59:59,3956.7,N,0.02,5205136383.06,EQ,LT,1307081,NIFTY 50
11258.17,-7,11398,11393,02-Sep-2026 15:59:59,11180,N,-0.06,2576094459.4,EQ,ULTRACEMCO,228820,NIFTY 50
2840.93,-2.7,2873,2852.3,02-Sep-2026 15:59:59,2810,N,-0.09,2481952926.13,EQ,TRENT,873641,NIFTY 50
266.95,-0.3,269,266.3,02-Sep-2026 15:59:59,262.8,N,-0.11,3909077519.9,EQ,ITC,14643482,NIFTY 50
182.91,-0.22,184.06,183.85,02-Sep-2026 15:59:59,181.44,N,-0.12,3566045369.25,EQ,TATASTEEL,19496175,NIFTY 50
324.79,-0.45,327.5,327.3,02-Sep-2026 15:59:59,320.3,N,-0.14,6540937690.25,EQ,ETERNAL,20138975,NIFTY 50
3265.07,-10.1,3298.3,3294.9,02-Sep-2026 15:59:59,3235.5,N,-0.31,3545748477.48,EQ,GRASIM,1085964,NIFTY 50
1256.75,-4.1,1266.9,1253.9,02-Sep-2026 15:59:59,1250,N,-0.33,8090013937.5,EQ,AXISBANK,6437250,NIFTY 50
422.08,-1.5,425.75,423.5,02-Sep-2026 15:59:59,418.95,N,-0.35,4230379105.6,EQ,KOTAKBANK,10022695,NIFTY 50
8694.64,-36,8746.5,8719,02-Sep-2026 15:59:59,8640,N,-0.41,1471046141.6,EQ,APOLLOHOSP,169190,NIFTY 50
1006.35,-4.7,1011.2,1009.7,02-Sep-2026 15:59:59,998.2,N,-0.46,1915000522.95,EQ,HINDALCO,1902917,NIFTY 50
1302.97,-7.5,1309.8,1306,02-Sep-2026 15:59:59,1299.4,N,-0.57,2036017013.09,EQ,JSWSTEEL,1562597,NIFTY 50
4945.69,-32,5020,5020,02-Sep-2026 15:59:59,4908.5,N,-0.63,7111857708.79,EQ,INDIGO,1437991,NIFTY 50
1409.98,-10.2,1417,1412.8,02-Sep-2026 15:59:59,1401.2,N,-0.72,815335034.8,EQ,CIPLA,578260,NIFTY 50
1865.35,-14.4,1873,1862.8,02-Sep-2026 15:59:59,1854.9,N,-0.77,7696318448.3,EQ,BHARTIARTL,4125938,NIFTY 50
12728.05,-101,12888,12849,02-Sep-2026 15:59:59,12640,N,-0.78,7817008275.8,EQ,MARUTI,614156,NIFTY 50
1426.33,-11.5,1436,1426.5,02-Sep-2026 15:59:59,1420.7,N,-0.80,12146375245.92,EQ,ICICIBANK,8515824,NIFTY 50
2338.28,-21,2363,2348,02-Sep-2026 15:59:59,2303.5,N,-0.89,5922874931.4,EQ,TCS,2533005,NIFTY 50
993.07,-9,1005,994,02-Sep-2026 15:59:59,987.2,N,-0.90,1187035439.33,EQ,MAXHEALTH,1195319,NIFTY 50
1420.2,-13.2,1428,1425,02-Sep-2026 15:59:59,1411,N,-0.92,1242703404,EQ,NESTLEIND,875020,NIFTY 50
1616.73,-15,1637.2,1623,02-Sep-2026 15:59:59,1604.5,N,-0.92,2438882473.44,EQ,TECHM,1508528,NIFTY 50
1969.25,-19.8,1983.8,1975,02-Sep-2026 15:59:59,1962.3,N,-0.99,2948004665.75,EQ,HINDUNILVR,1497019,NIFTY 50
1723.85,-19.4,1738.4,1719.9,02-Sep-2026 15:59:59,1716,N,-1.12,1158054848.4,EQ,SBILIFE,671784,NIFTY 50
1036.28,-12.1,1048,1047,02-Sep-2026 15:59:59,1026.1,N,-1.14,6772111561.88,EQ,SHRIRAMFIN,6535021,NIFTY 50
1164.16,-14.5,1170.9,1156.5,02-Sep-2026 15:59:59,1156.5,N,-1.24,566412734.72,EQ,DRREDDY,486542,NIFTY 50
1022.53,-13.6,1035.3,1020.9,02-Sep-2026 15:59:59,1017.3,N,-1.31,14155576065.34,EQ,SBIN,13843678,NIFTY 50
405.12,-5.45,408,405.75,02-Sep-2026 15:59:59,402.9,N,-1.33,4828672679.04,EQ,BEL,11919117,NIFTY 50
535.27,-7.3,538,533,02-Sep-2026 15:59:59,532.05,N,-1.35,597823793.28,EQ,HDFCLIFE,1116864,NIFTY 50
1134.99,-16,1147.8,1140,02-Sep-2026 15:59:59,1118.6,N,-1.38,9720460686.42,EQ,INFY,8564358,NIFTY 50
1331.01,-19.9,1349.3,1331.5,02-Sep-2026 15:59:59,1317.4,N,-1.47,3646150159.86,EQ,HCLTECH,2739386,NIFTY 50
702.21,-11.1,705.65,700.8,02-Sep-2026 15:59:59,700,N,-1.56,25946896846.98,EQ,HDFCBANK,36950338,NIFTY 50
1014.96,-18.5,1027.4,1012,02-Sep-2026 15:59:59,1008.3,N,-1.80,1068609770.64,EQ,TATACONSUM,1052859,NIFTY 50
2524.27,-48,2548,2527.5,02-Sep-2026 15:59:59,2510.7,N,-1.86,1256806266.03,EQ,ASIANPAINT,497889,NIFTY 50
12061.32,-231,12275,12130,02-Sep-2026 15:59:59,11925,N,-1.87,4023885517.08,EQ,BAJAJ-AUTO,333619,NIFTY 50
3177.91,-69,3229.6,3190,02-Sep-2026 15:59:59,3142.5,N,-2.12,9162442063.06,EQ,M&M,2883166,NIFTY 50
177.85,-4.61,180.39,177.09,02-Sep-2026 15:59:59,176.8,N,-2.54,2144272356.9,EQ,WIPRO,12056634,NIFTY 50
7624.95,-258.5,7893,7711.5,02-Sep-2026 15:59:59,7507.5,N,-3.24,8521552620.6,EQ,EICHERMOT,1117588,NIFTY 50
358.59,13.45,364,364,02-Sep-2026 15:59:59,347.15,N,3.84,4385423738.88,EQ,TATAPOWER,12229632,NIFTY NEXT 50
20265.78,540,20610,20600,02-Sep-2026 15:59:59,19810,N,2.69,2817551393.4,EQ,SOLARINDS,139030,NIFTY NEXT 50
1281.24,31,1303,1296,02-Sep-2026 15:59:59,1236.4,N,2.45,3375503654.4,EQ,ADANIGREEN,2634560,NIFTY NEXT 50
412.02,9.15,416.95,415,02-Sep-2026 15:59:59,400.5,N,2.25,3215667772.8,EQ,VBL,7804640,NIFTY NEXT 50
205.08,3.34,207.7,207.7,02-Sep-2026 15:59:59,200.12,N,1.63,3727248608.64,EQ,ADANIPOWER,18174608,NIFTY NEXT 50
116.5,1.78,117.25,117,02-Sep-2026 15:59:59,113.92,N,1.54,2458154776.5,EQ,PNB,21100041,NIFTY NEXT 50
239.73,3.5,241.25,241.2,02-Sep-2026 15:59:59,235.84,N,1.47,2310751956.21,EQ,BANKBARODA,9638977,NIFTY NEXT 50
720.43,9.7,727.7,727.7,02-Sep-2026 15:59:59,706.05,N,1.35,1169712481.33,EQ,INDHOTEL,1623631,NIFTY NEXT 50
1184.13,14.4,1208.3,1208.3,02-Sep-2026 15:59:59,1166.4,N,1.21,1815171823.08,EQ,LODHA,1532916,NIFTY NEXT 50
2893.68,32.7,2937.7,2937.7,02-Sep-2026 15:59:59,2840,N,1.13,2749496606.64,EQ,MUTHOOTFIN,950173,NIFTY NEXT 50
1377.94,14.6,1401,1396.6,02-Sep-2026 15:59:59,1348,N,1.06,5807448010.78,EQ,ADANIENSOL,4214587,NIFTY NEXT 50
184.79,1.96,186.86,186.86,02-Sep-2026 15:59:59,182.5,N,1.06,1740730669.92,EQ,UNIONBANK,9420048,NIFTY NEXT 50
4971.62,46.5,5012,5012,02-Sep-2026 15:59:59,4932.5,N,0.94,1469203199.16,EQ,TORNTPHARM,295518,NIFTY NEXT 50
23485.28,190,23680,23680,02-Sep-2026 15:59:59,23060,N,0.81,411978781.76,EQ,SHREECEM,17542,NIFTY NEXT 50
315.58,2.4,318.5,316.45,02-Sep-2026 15:59:59,310.4,N,0.76,1570179019.72,EQ,RECLTD,4975534,NIFTY NEXT 50
7344.95,51.5,7447.5,7447.5,02-Sep-2026 15:59:59,7258,N,0.70,1201486921,EQ,ABB,163580,NIFTY NEXT 50
1799.11,11.2,1825.9,1825.9,02-Sep-2026 15:59:59,1773.5,N,0.62,1534944879.59,EQ,CHOLAFIN,853169,NIFTY NEXT 50
316.03,1.95,319.6,319.6,02-Sep-2026 15:59:59,312.1,N,0.61,2615926947.92,EQ,BPCL,8277464,NIFTY NEXT 50
9213.54,55,9299,9220,02-Sep-2026 15:59:59,9104.5,N,0.60,3718759801.26,EQ,DIVISLAB,403619,NIFTY NEXT 50
125.87,0.7,126.99,126.3,02-Sep-2026 15:59:59,124.38,N,0.56,1665478232.71,EQ,CANBK,13231733,NIFTY NEXT 50
172.21,0.81,173.6,173,02-Sep-2026 15:59:59,171.02,N,0.47,961019627.1,EQ,GAIL,5580510,NIFTY NEXT 50
135.9,0.47,137,137,02-Sep-2026 15:59:59,134.35,N,0.34,1118337272.1,EQ,IOC,8229119,NIFTY NEXT 50
345.48,0.7,347.3,346.5,02-Sep-2026 15:59:59,340.5,N,0.20,4058057138.16,EQ,PFC,11746142,NIFTY NEXT 50
399.33,0.5,402.7,402.7,02-Sep-2026 15:59:59,395.05,N,0.12,531265038.03,EQ,AMBUJACEM,1330391,NIFTY NEXT 50
897.3,0,905,905,02-Sep-2026 15:59:59,891.5,N,0.00,1005045989.4,EQ,GODREJCP,1120078,NIFTY NEXT 50
82.07,-0.02,82.5,82.48,02-Sep-2026 15:59:59,81.3,N,-0.02,654743052.27,EQ,IRFC,7977861,NIFTY NEXT 50
1458.96,-0.5,1470,1469.5,02-Sep-2026 15:59:59,1446.3,N,-0.03,1281696360,EQ,UNITDSPR,878500,NIFTY NEXT 50
1155.83,-0.6,1165.3,1159.4,02-Sep-2026 15:59:59,1141,N,-0.05,816318807.46,EQ,JINDALSTEL,706262,NIFTY NEXT 50
4129.86,-3,4200,4200,02-Sep-2026 15:59:59,4064.9,N,-0.07,6591933857.04,EQ,TVSMOTOR,1596164,NIFTY NEXT 50
661.35,-1.6,673.55,673.55,02-Sep-2026 15:59:59,651.3,N,-0.24,2366824830.3,EQ,DLF,3578778,NIFTY NEXT 50
3796.92,-10.6,3813.4,3813.4,02-Sep-2026 15:59:59,3775,N,-0.28,774598258.44,EQ,DMART,204007,NIFTY NEXT 50
4001.51,-11.1,4029,4018.9,02-Sep-2026 15:59:59,3966.2,N,-0.28,1053557567.9,EQ,SIEMENS,263290,NIFTY NEXT 50
5033.86,-16.5,5089,5088.5,02-Sep-2026 15:59:59,5001,N,-0.32,1855480796,EQ,CUMMINSIND,368600,NIFTY NEXT 50
1632.76,-6.5,1639.5,1637,02-Sep-2026 15:59:59,1624.1,N,-0.40,1038076152.8,EQ,PIDILITIND,635780,NIFTY NEXT 50
4744.48,-27.6,4793.5,4780,02-Sep-2026 15:59:59,4707,N,-0.57,2493793577.6,EQ,HAL,525620,NIFTY NEXT 50
5092.24,-33,5172,5154,02-Sep-2026 15:59:59,5046,N,-0.64,1658399985.28,EQ,BRITANNIA,325672,NIFTY NEXT 50
2500.27,-19.2,2528.5,2525.7,02-Sep-2026 15:59:59,2477,N,-0.75,2406142335.31,EQ,HDFCAMC,962353,NIFTY NEXT 50
4572.52,-37,4611,4588,02-Sep-2026 15:59:59,4489,N,-0.80,996983115.76,EQ,LTM,218038,NIFTY NEXT 50
875.75,-7.75,881.4,877.75,02-Sep-2026 15:59:59,870,N,-0.88,1805590698.75,EQ,CGPOWER,2061765,NIFTY NEXT 50
2446.79,-26,2472.1,2459,02-Sep-2026 15:59:59,2430.9,N,-1.05,1004691122.64,EQ,MAZDOCK,410616,NIFTY NEXT 50
1153.49,-13.6,1173.9,1154.2,02-Sep-2026 15:59:59,1147,N,-1.16,1588864419.09,EQ,ZYDUSLIFE,1377441,NIFTY NEXT 50
2124.92,-25.4,2168,2154.4,02-Sep-2026 15:59:59,2095.8,N,-1.17,2151710991.36,EQ,HYUNDAI,1012608,NIFTY NEXT 50
364.54,-4.35,367.65,363.5,02-Sep-2026 15:59:59,361.2,N,-1.18,253609019.84,EQ,TATACAP,695696,NIFTY NEXT 50
269.37,-3.3,272,270.7,02-Sep-2026 15:59:59,267.75,N,-1.20,2041977332.79,EQ,VEDL,7580567,NIFTY NEXT 50
161.32,-2.3,163.8,163.3,02-Sep-2026 15:59:59,159.92,N,-1.39,3056104639.16,EQ,MOTHERSON,18944363,NIFTY NEXT 50
588.16,-8.6,592.9,588.4,02-Sep-2026 15:59:59,581.3,N,-1.44,2345323877.76,EQ,HINDZINC,3987561,NIFTY NEXT 50
3126.55,-55.5,3155.9,3117,02-Sep-2026 15:59:59,3104.5,N,-1.75,768615419.25,EQ,ENRIN,245835,NIFTY NEXT 50
11134.96,-210,11247,11100,02-Sep-2026 15:59:59,11059,N,-1.86,360572274.72,EQ,BAJAJHLDNG,32382,NIFTY NEXT 50
46794.35,-1300,48090,47250,02-Sep-2026 15:59:59,46410,N,-2.68,2378650399.2,EQ,BOSCHLTD,50832,NIFTY NEXT 50
448.36,-18.35,461.15,446,02-Sep-2026 15:59:59,444.6,N,-3.95,5158634675.04,EQ,TMCV,11505564,NIFTY NEXT 50
116.5,1.78,117.25,117,02-Sep-2026 15:59:59,113.92,N,1.54,2458154776.5,EQ,PNB,21100041,NIFTY BANK
239.73,3.5,241.25,241.2,02-Sep-2026 15:59:59,235.84,N,1.47,2310751956.21,EQ,BANKBARODA,9638977,NIFTY BANK
350.37,4.1,353.5,353.35,02-Sep-2026 15:59:59,345.2,N,1.17,2197960704.72,EQ,FEDERALBNK,6273256,NIFTY BANK
184.79,1.96,186.86,186.86,02-Sep-2026 15:59:59,182.5,N,1.06,1740730669.92,EQ,UNIONBANK,9420048,NIFTY BANK
125.87,0.7,126.99,126.3,02-Sep-2026 15:59:59,124.38,N,0.56,1665478232.71,EQ,CANBK,13231733,NIFTY BANK
21.97,0.05,22.15,22.15,02-Sep-2026 15:59:59,21.82,N,0.23,983858167.24,EQ,YESBANK,44781892,NIFTY BANK
84.79,0.19,85.25,85.09,02-Sep-2026 15:59:59,83.7,N,0.22,1280975947.7,EQ,IDFCFIRSTB,15107630,NIFTY BANK
1071.48,-1.3,1077.9,1077.9,02-Sep-2026 15:59:59,1063.4,N,-0.12,926225885.28,EQ,AUBANK,864436,NIFTY BANK
1256.75,-4.1,1266.9,1253.9,02-Sep-2026 15:59:59,1250,N,-0.33,8090013937.5,EQ,AXISBANK,6437250,NIFTY BANK
422.08,-1.5,425.75,423.5,02-Sep-2026 15:59:59,418.95,N,-0.35,4230379105.6,EQ,KOTAKBANK,10022695,NIFTY BANK
1426.33,-11.5,1436,1426.5,02-Sep-2026 15:59:59,1420.7,N,-0.80,12146375245.92,EQ,ICICIBANK,8515824,NIFTY BANK
1022.53,-13.6,1035.3,1020.9,02-Sep-2026 15:59:59,1017.3,N,-1.31,14155576065.34,EQ,SBIN,13843678,NIFTY BANK
975.22,-14.6,987.6,978,02-Sep-2026 15:59:59,963.3,N,-1.47,2607144371.02,EQ,INDUSINDBK,2673391,NIFTY BANK
702.21,-11.1,705.65,700.8,02-Sep-2026 15:59:59,700,N,-1.56,25946896846.98,EQ,HDFCBANK,36950338,NIFTY BANK
536.22,6.35,542.15,541.25,02-Sep-2026 15:59:59,525.25,N,1.19,1495058575.68,EQ,LICHSGFIN,2788144,NIFTY FIN SERVICE
2893.68,32.7,2937.7,2937.7,02-Sep-2026 15:59:59,2840,N,1.13,2749496606.64,EQ,MUTHOOTFIN,950173,NIFTY FIN SERVICE
1967.07,18,1990,1990,02-Sep-2026 15:59:59,1939.2,N,0.91,1437904565.16,EQ,BAJAJFINSV,730988,NIFTY FIN SERVICE
315.58,2.4,318.5,316.45,02-Sep-2026 15:59:59,310.4,N,0.76,1570179019.72,EQ,RECLTD,4975534,NIFTY FIN SERVICE
1799.11,11.2,1825.9,1825.9,02-Sep-2026 15:59:59,1773.5,N,0.62,1534944879.59,EQ,CHOLAFIN,853169,NIFTY FIN SERVICE
