VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
1081.78,28.6,1095,1090.5,13-Aug-2026 16:00:27,1058.2,N,2.69,1976427204.92,EQ,TATACONSUM,1827014,NIFTY 50
348.55,6.6,351.55,349.6,13-Aug-2026 16:00:27,342.45,N,1.92,3321270211,EQ,TMPV,9528820,NIFTY 50
341.28,4.8,344.25,344.25,13-Aug-2026 16:00:27,338,N,1.41,3301097349.6,EQ,NTPC,9672695,NIFTY 50
2076.83,29,2092,2092,13-Aug-2026 16:00:27,2052.9,N,1.41,2463238759.31,EQ,HINDUNILVR,1186057,NIFTY 50
1133.7,15.1,1149,1132.3,13-Aug-2026 16:00:27,1124.3,N,1.35,4259517233.4,EQ,SHRIRAMFIN,3757182,NIFTY 50
408.51,5.35,412,410.5,13-Aug-2026 16:00:27,402.9,N,1.32,5645350430.19,EQ,BEL,13819369,NIFTY 50
4035.11,50.7,4070.7,4070.7,13-Aug-2026 16:00:27,3990,N,1.26,9280462472.08,EQ,LT,2299928,NIFTY 50
317.77,3.95,319.35,318,13-Aug-2026 16:00:27,313.3,N,1.26,8333608496.68,EQ,ETERNAL,26225284,NIFTY 50
2357.76,25.3,2375,2375,13-Aug-2026 16:00:27,2332.3,N,1.08,5006689213.44,EQ,TCS,2123494,NIFTY 50
1642.61,14,1652.8,1639,13-Aug-2026 16:00:27,1626.3,N,0.86,5737562812.55,EQ,TECHM,3492955,NIFTY 50
277.23,2.35,278.5,278.5,13-Aug-2026 16:00:27,276.05,N,0.85,3142565615.7,EQ,ITC,11335590,NIFTY 50
3412.46,24.6,3440,3428.2,13-Aug-2026 16:00:27,3396.5,N,0.72,7808807292.12,EQ,M&M,2288322,NIFTY 50
5330.18,37,5370,5370,13-Aug-2026 16:00:27,5281.5,N,0.69,1247262120,EQ,INDIGO,234000,NIFTY 50
8063.42,51,8100,8100,13-Aug-2026 16:00:27,8011,N,0.63,1922803133.2,EQ,EICHERMOT,238460,NIFTY 50
1016.03,5.8,1037.6,1013.3,13-Aug-2026 16:00:27,992.8,N,0.58,2917485439.68,EQ,MAXHEALTH,2871456,NIFTY 50
2736.39,15.5,2755.5,2755.5,13-Aug-2026 16:00:27,2720,N,0.57,1585560139.65,EQ,ASIANPAINT,579435,NIFTY 50
1200.94,6,1208.1,1206,13-Aug-2026 16:00:27,1182.1,N,0.50,2161467424.22,EQ,DRREDDY,1799813,NIFTY 50
391.05,1.9,392.4,392.4,13-Aug-2026 16:00:27,388.55,N,0.49,2239354863.9,EQ,KOTAKBANK,5726518,NIFTY 50
1271.77,5.9,1275.7,1275,13-Aug-2026 16:00:27,1264,N,0.46,2153352061.61,EQ,JSWSTEEL,1693193,NIFTY 50
239.46,0.85,240.55,239.9,13-Aug-2026 16:00:27,238.11,N,0.36,1739992987.2,EQ,ONGC,7266320,NIFTY 50
1364.22,4.6,1372.9,1370,13-Aug-2026 16:00:27,1354,N,0.34,1062399967.2,EQ,HCLTECH,778760,NIFTY 50
407.76,1.2,410.5,410.5,13-Aug-2026 16:00:27,406.7,N,0.29,1803566925.84,EQ,COALINDIA,4423109,NIFTY 50
13885.44,30,13938,13905,13-Aug-2026 16:00:27,13825,N,0.22,3055643811.84,EQ,MARUTI,220061,NIFTY 50
2024.09,4.5,2038,2025,13-Aug-2026 16:00:27,2006.7,N,0.22,1800302561.42,EQ,BAJAJFINSV,889438,NIFTY 50
537.45,1.05,539.7,538.05,13-Aug-2026 16:00:27,532.9,N,0.20,841477940.7,EQ,HDFCLIFE,1565686,NIFTY 50
2985.21,3,3011.9,2990,13-Aug-2026 16:00:27,2957,N,0.10,2334374515.8,EQ,TRENT,781980,NIFTY 50
1080.83,1,1086.8,1083,13-Aug-2026 16:00:27,1073,N,0.09,10270568700.89,EQ,SBIN,9502483,NIFTY 50
8655.92,3,8786,8600,13-Aug-2026 16:00:27,8554,N,0.03,6897746841.44,EQ,APOLLOHOSP,796882,NIFTY 50
