VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
1212.23,35.9,1225,1222.4,25-Sep-2026 16:00:28,1191.5,N,3.03,8392464671.26,EQ,AXISBANK,6923162,NIFTY 50
2429.06,51.3,2451,2444,25-Sep-2026 16:00:28,2397,N,2.14,1037164896.92,EQ,ASIANPAINT,426982,NIFTY 50
3011.46,52.3,3045,3035,25-Sep-2026 16:00:28,2965,N,1.75,6264740238,EQ,M&M,2080300,NIFTY 50
990.06,14.9,997.2,996.9,25-Sep-2026 16:00:28,980.2,N,1.52,5413444127.64,EQ,BAJFINANCE,5467794,NIFTY 50
1256.14,14.4,1266.5,1258,25-Sep-2026 16:00:28,1234.6,N,1.16,1969932762.02,EQ,HCLTECH,1568243,NIFTY 50
268.56,3.1,269.75,269.5,25-Sep-2026 16:00:28,266.9,N,1.16,1676120558.4,EQ,POWERGRID,6241140,NIFTY 50
4845.2,51.5,4884,4884,25-Sep-2026 16:00:28,4821.5,N,1.07,1786313800.4,EQ,TITAN,368677,NIFTY 50
4922.26,50,4956,4940,25-Sep-2026 16:00:28,4890,N,1.02,2011806418.16,EQ,INDIGO,408716,NIFTY 50
425.09,4.1,426.65,426.1,25-Sep-2026 16:00:28,421.35,N,0.97,2039727625.87,EQ,COALINDIA,4798343,NIFTY 50
733.66,6.7,739.65,735.6,25-Sep-2026 16:00:28,723,N,0.92,14565376924.44,EQ,HDFCBANK,19853034,NIFTY 50
11104.93,99,11184,11155,25-Sep-2026 16:00:28,11027,N,0.90,2122762894.15,EQ,ULTRACEMCO,191155,NIFTY 50
1356.11,11.6,1362.6,1362.6,25-Sep-2026 16:00:28,1348.3,N,0.86,519196206.27,EQ,NESTLEIND,382857,NIFTY 50
528.2,4.1,535,531,25-Sep-2026 16:00:28,516.45,N,0.78,2263657089.2,EQ,HDFCLIFE,4285606,NIFTY 50
3181.69,24.5,3212.5,3191,25-Sep-2026 16:00:28,3161,N,0.77,2460760407.97,EQ,GRASIM,773413,NIFTY 50
11270.88,73,11332,11281,25-Sep-2026 16:00:28,11212,N,0.65,1370764425.6,EQ,BAJAJ-AUTO,121620,NIFTY 50
12032.34,75,12098,12065,25-Sep-2026 16:00:28,11975,N,0.63,3412876982.28,EQ,MARUTI,283642,NIFTY 50
2920.31,16.5,2939.9,2916.5,25-Sep-2026 16:00:28,2902.5,N,0.57,1666048536.24,EQ,ADANIENT,570504,NIFTY 50
1220.44,6.8,1227.4,1226,25-Sep-2026 16:00:28,1210.5,N,0.56,16035037743.4,EQ,RELIANCE,13138735,NIFTY 50
1929.5,9.4,1942.9,1942.9,25-Sep-2026 16:00:28,1915,N,0.49,1412536783,EQ,HINDUNILVR,732074,NIFTY 50
1766.71,8.7,1778.1,1771,25-Sep-2026 16:00:28,1755,N,0.49,2507583371.92,EQ,BAJAJFINSV,1419352,NIFTY 50
3861.46,17.8,3887.5,3876.2,25-Sep-2026 16:00:28,3842.4,N,0.46,4751831585.34,EQ,LT,1230579,NIFTY 50
980.92,4.5,985.7,983,25-Sep-2026 16:00:28,977,N,0.46,3687373429.24,EQ,SBIN,3759097,NIFTY 50
993.66,4.1,1002,994.1,25-Sep-2026 16:00:28,986.4,N,0.41,2683492107.24,EQ,SHRIRAMFIN,2700614,NIFTY 50
391.77,1.55,394.55,393.55,25-Sep-2026 16:00:28,388.6,N,0.40,2383309680.57,EQ,BEL,6083441,NIFTY 50
267.9,1,269,269,25-Sep-2026 16:00:28,266.3,N,0.37,1671735649.2,EQ,ITC,6240148,NIFTY 50
1545.01,5,1554.7,1548,25-Sep-2026 16:00:28,1526.6,N,0.32,1452071468.46,EQ,TECHM,939846,NIFTY 50
1274.67,3.8,1288.6,1277,25-Sep-2026 16:00:28,1266.3,N,0.30,1315957835.97,EQ,JSWSTEEL,1032391,NIFTY 50
7337.75,21.5,7381,7360,25-Sep-2026 16:00:28,7305,N,0.29,1476311273.5,EQ,EICHERMOT,201194,NIFTY 50
163.44,0.38,164.5,164.02,25-Sep-2026 16:00:28,161.66,N,0.23,1585414253.52,EQ,WIPRO,9700283,NIFTY 50
1788.43,2.7,1800.6,1788,25-Sep-2026 16:00:28,1775,N,0.15,1601192109.58,EQ,ADANIPORTS,895306,NIFTY 50
1849.48,2.3,1858.7,1852.2,25-Sep-2026 16:00:28,1841.6,N,0.12,1263649812.08,EQ,SUNPHARMA,683246,NIFTY 50
1201.64,0.6,1207.8,1201,25-Sep-2026 16:00:28,1193.4,N,0.05,1203127630.32,EQ,DRREDDY,1001238,NIFTY 50
1403.5,0.7,1421,1399.7,25-Sep-2026 16:00:28,1388.4,N,0.05,1637220644.5,EQ,CIPLA,1166527,NIFTY 50
8882.1,0.5,8934.5,8889,25-Sep-2026 16:00:28,8821.5,N,0.01,3894418919.7,EQ,APOLLOHOSP,438457,NIFTY 50
325.58,0,327.3,326.6,25-Sep-2026 16:00:28,323.5,N,0.00,1978090266.62,EQ,NTPC,6075589,NIFTY 50
188.54,-0.05,190.34,187.97,25-Sep-2026 16:00:28,187.01,N,-0.03,2996026356.18,EQ,TATASTEEL,15890667,NIFTY 50
