VWAP,change,high,lastPrice,lastUpdatedTime,low,marketType,pChange,quantityTraded,series,symbol,totalTradedVolume,index_name
245.52,2.82,248.35,247,08-Jul-2026 16:00:28,241.48,N,1.15,6077561569.2,EQ,ONGC,24753835,NIFTY 50
10158.92,65.5,10264.5,10175,08-Jul-2026 16:00:28,9993,N,0.65,2533136860.92,EQ,BAJAJ-AUTO,249351,NIFTY 50
972.69,4.05,979.9,973.55,08-Jul-2026 16:00:28,962.05,N,0.42,6368299671.69,EQ,HINDALCO,6547101,NIFTY 50
429.05,1.7,432,430.65,08-Jul-2026 16:00:28,426.45,N,0.40,1581749030.55,EQ,COALINDIA,3686631,NIFTY 50
174.03,0,175.4,173,08-Jul-2026 16:00:28,172.24,N,0.00,2868460612.92,EQ,WIPRO,16482564,NIFTY 50
2934.72,-5.8,2984.9,2922,08-Jul-2026 16:00:28,2892.4,N,-0.20,8034582504.96,EQ,TRENT,2737768,NIFTY 50
1070.64,-2.8,1079.7,1069,08-Jul-2026 16:00:28,1064.4,N,-0.26,13942110691.44,EQ,INFY,13022221,NIFTY 50
1359.59,-3.5,1383,1351.1,08-Jul-2026 16:00:28,1338.6,N,-0.26,2123152059.08,EQ,DRREDDY,1561612,NIFTY 50
4588.32,-24.2,4630,4580,08-Jul-2026 16:00:28,4561.7,N,-0.53,4798019988.96,EQ,TITAN,1045703,NIFTY 50
188.36,-1.32,189.79,188.47,08-Jul-2026 16:00:28,186.52,N,-0.70,3355999383.48,EQ,TATASTEEL,17816943,NIFTY 50
290.1,-2.1,296.55,287.3,08-Jul-2026 16:00:28,283.75,N,-0.73,16987093859.4,EQ,ETERNAL,58555994,NIFTY 50
1902.2,-15.4,1929.5,1888,08-Jul-2026 16:00:28,1875.1,N,-0.81,5299388437.2,EQ,SUNPHARMA,2785926,NIFTY 50
8788.52,-87,8888,8750,08-Jul-2026 16:00:28,8700,N,-0.98,2424128683.08,EQ,APOLLOHOSP,275829,NIFTY 50
3148.16,-41.4,3188.8,3149.5,08-Jul-2026 16:00:28,3121.4,N,-1.30,1504474182.4,EQ,GRASIM,477890,NIFTY 50
7440.14,-98.5,7593,7437.5,08-Jul-2026 16:00:28,7344.5,N,-1.31,6733349020.42,EQ,EICHERMOT,905003,NIFTY 50
1449,-20.8,1471.9,1431,08-Jul-2026 16:00:28,1428.9,N,-1.43,1686166524,EQ,CIPLA,1163676,NIFTY 50
1438.05,-21.5,1452.9,1426,08-Jul-2026 16:00:28,1422.8,N,-1.49,2141500918.5,EQ,TECHM,1489170,NIFTY 50
349.97,-5.45,353,348.75,08-Jul-2026 16:00:28,347.55,N,-1.54,3349990883.31,EQ,NTPC,9572223,NIFTY 50
281.93,-4.65,285.4,279.7,08-Jul-2026 16:00:28,279.2,N,-1.64,2059849370.92,EQ,POWERGRID,7306244,NIFTY 50
1863.05,-31.3,1890.8,1854,08-Jul-2026 16:00:28,1841.5,N,-1.66,2682495775.05,EQ,BAJAJFINSV,1439841,NIFTY 50
3082.13,-52.2,3146.9,3055,08-Jul-2026 16:00:28,3028,N,-1.68,7153731604.55,EQ,ADANIENT,2321035,NIFTY 50
2077.56,-36.5,2109.7,2059.6,08-Jul-2026 16:00:28,2048.8,N,-1.74,7618381356.6,EQ,TCS,3666985,NIFTY 50
1026.15,-18.3,1038.3,1019.8,08-Jul-2026 16:00:28,1011.7,N,-1.76,14511499298.1,EQ,SBIN,14141694,NIFTY 50
1457.93,-26.2,1479.9,1445.6,08-Jul-2026 16:00:28,1441.7,N,-1.78,2705732922.89,EQ,NESTLEIND,1855873,NIFTY 50
1812.57,-33,1850.4,1800.9,08-Jul-2026 16:00:28,1783.2,N,-1.80,2562827161.83,EQ,ADANIPORTS,1413919,NIFTY 50
1229.05,-23.3,1245.8,1223.1,08-Jul-2026 16:00:28,1212.2,N,-1.87,1276715017.1,EQ,JSWSTEEL,1038782,NIFTY 50
1898.57,-40.3,1924.2,1885.5,08-Jul-2026 16:00:28,1875.1,N,-2.09,11749832044.6,EQ,BHARTIARTL,6188780,NIFTY 50
1157.89,-24.9,1176.5,1143.3,08-Jul-2026 16:00:28,1141.7,N,-2.13,3579957354.66,EQ,HCLTECH,3091794,NIFTY 50
1322.3,-29.5,1344,1311.5,08-Jul-2026 16:00:28,1304,N,-2.20,9147629086.4,EQ,AXISBANK,6917968,NIFTY 50
1396.84,-31.6,1418.3,1383.1,08-Jul-2026 16:00:28,1375.9,N,-2.23,14768987671.28,EQ,ICICIBANK,10573142,NIFTY 50
3929.43,-91.8,3988,3900.1,08-Jul-2026 16:00:28,3871,N,-2.30,8850286624.44,EQ,LT,2252308,NIFTY 50
11415.79,-269,11600,11380,08-Jul-2026 16:00:28,11288,N,-2.31,2440524665.15,EQ,ULTRACEMCO,213785,NIFTY 50
2676.43,-64.4,2713.1,2667,08-Jul-2026 16:00:28,2653.3,N,-2.36,3965591390.96,EQ,ASIANPAINT,1481672,NIFTY 50
821.94,-20,834.35,809.3,08-Jul-2026 16:00:28,806.95,N,-2.41,31853982226.08,EQ,HDFCBANK,38754632,NIFTY 50
1284.31,-33.5,1302.3,1274.9,08-Jul-2026 16:00:28,1271.6,N,-2.56,25635942381.08,EQ,RELIANCE,19960868,NIFTY 50
1817.44,-46.9,1848.5,1785.4,08-Jul-2026 16:00:28,1784.2,N,-2.56,2480845583.68,EQ,SBILIFE,1365022,NIFTY 50
411.1,-10.95,417.8,408.2,08-Jul-2026 16:00:28,406,N,-2.61,5277633557.4,EQ,BEL,12837834,NIFTY 50
282.88,-7.9,287.85,280.85,08-Jul-2026 16:00:28,280,N,-2.74,6108452163.84,EQ,ITC,21593793,NIFTY 50
